environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
500000,-0.07903683185577393,0.0,0.0,0.0,0.0,0.1,0.29999998,0.0,0.0,2.821287155151367,4.088901042938232,500.0,0.1,2.2362349044997245,0.0,0.29999998,0.00023624575185973975,100,8.335875511169434
1000000,-0.019824841991066933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2814157009124756,-0.005898238159716129,500.0,0.0,2.2414668505007285,0.0,0.0,0.0006192380517798794,200,0.027853207662701607
1500000,0.18495652079582214,0.1,0.29999998,0.0,0.0,0.0,0.0,0.0,0.0,2.5193562507629395,8.639646530151367,500.0,0.1,2.3223357809001755,0.0,0.29999998,0.00030934993364602144,300,16.909379959106445
2000000,0.008930872194468975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.102159023284912,0.016563864424824715,500.0,0.0,2.9131884839000124,0.0,0.0,0.0004916350201822533,400,0.015265983529388905
2500000,0.0253159087151289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9356086254119873,0.03345153480768204,500.0,0.0,2.2581045976992753,0.0,0.0,0.00023139917535032134,500,0.016271254047751427
3000000,-0.014025910757482052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2321951389312744,-0.006969469133764505,500.0,0.0,2.036576748501102,0.0,0.0,0.0014132175853729702,600,0.014112883247435093
3500000,-0.03712241351604462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3827266693115234,-0.004918757826089859,500.0,0.0,2.3810038108007574,0.0,0.0,0.00031770418029565637,700,0.06440731137990952
4000000,0.127811998128891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2104907035827637,0.17179450392723083,500.0,0.0,2.405802680099441,0.0,0.0,0.0002859673623858475,800,0.08796502649784088
4500000,-0.11501136422157288,0.1,0.29999998,0.1,0.29999998,0.0,0.0,0.0,0.0,2.789236307144165,29.804258346557617,500.0,0.2,2.3274323321013073,0.0,0.59999996,0.00014549426398785057,900,59.838539123535156
5000000,-0.6253150105476379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3626270294189453,-0.5206725597381592,500.0,0.0,2.470998136200069,0.0,0.0,0.0002621323473084209,1000,0.20928485691547394
5500000,0.04848146811127663,0.2,0.4,0.0,0.0,0.1,0.29999998,0.2,0.4,2.351008892059326,55.2947883605957,500.0,0.5,2.4500009036004484,0.0,0.5,0.00028121948963764416,1100,110.49261474609375
6000000,0.24882002174854279,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.4,2.477262020111084,29.221881866455078,500.0,0.4,2.0921039998007473,0.0,0.48989797,0.0001604791276750567,1200,57.94612503051758
6500000,0.3731536269187927,0.3,0.45825756,0.2,0.4,0.3,0.45825756,0.2,0.4,2.1878256797790527,43.6354866027832,500.0,1.0,2.030337731999316,0.0,0.6324555,0.0004997451515733001,1300,86.52466583251953
7000000,0.3974161744117737,0.3,0.45825756,0.3,0.45825756,0.2,0.4,0.6,0.48989797,1.1444936990737915,37.905235290527344,500.0,1.4,2.409257523101405,0.0,0.9165151,0.0012553453061712578,1400,75.01564025878906
7500000,0.2395770251750946,0.5,0.5,0.4,0.48989797,0.4,0.48989797,0.3,0.45825756,1.113192081451416,19.885974884033203,500.0,1.6,1.9005226491011853,0.0,1.019804,0.00016844231041161927,1500,39.29279708862305
8000000,0.3504679203033447,0.5,0.5,0.8,0.6,0.7,0.64031243,0.5,0.5,0.9410175085067749,19.612346649169922,500.0,2.5,2.084733036000398,0.0,1.2041595,0.0002513700241446955,1600,38.52375793457031
8500000,-0.10238295793533325,1.0,0.4472136,0.8,0.4,0.9,0.53851646,0.8,0.4,0.6618607044219971,23.80961799621582,500.0,3.5,2.1910683099995367,0.0,1.4317821,0.0003600998372372804,1700,47.82400131225586
9000000,-0.09413718432188034,0.9,0.53851646,0.8,0.6,0.9,0.53851646,0.7,0.45825756,0.7757059931755066,18.952383041381836,500.0,3.3,1.918439012500312,0.0,1.1874342,0.0002153846651387431,1800,38.093040466308594
9500000,-0.21737606823444366,1.0,0.4472136,0.7,0.45825756,0.8,0.6,1.0,0.6324555,1.4363148212432861,21.181684494018555,500.0,3.5,1.8847626667004078,0.0,1.6278821,0.00017025375860013327,1900,42.79812240600586
10000000,0.23037900030612946,0.9,0.53851646,1.3,0.64031243,1.1,0.7,1.0,0.0,1.5691574811935425,21.748119354248047,500.0,4.3,7.353978664999886,0.0,1.5524175,0.000697620696186155,2000,43.03548049926758
10500000,-0.3424016535282135,0.9,0.53851646,0.7,0.64031243,1.1,0.7,0.6,0.48989797,1.5469752550125122,17.22322654724121,500.0,3.3,2.1267256277009436,0.0,2.0518284,0.0002332301165125991,2100,35.131256103515625
11000000,0.595512330532074,0.7,0.64031243,0.8,0.7483315,0.7,0.64031243,0.8,0.6,1.5872427225112915,13.3193998336792,500.0,3.0,1.9104865410976344,0.0,1.8439089,0.00026878759923741955,2200,25.44777488708496
11500000,-0.06813684105873108,1.5,1.024695,1.2,0.9797959,1.0,0.7745967,1.8,1.2489996,1.43307363986969,22.339548110961914,500.0,5.5,6.859478454599594,0.0,3.2634337,0.0007264807320914393,2300,44.81536865234375
12000000,-0.24961377680301666,1.0,0.8944272,1.3,0.45825756,1.6,0.9165151,1.0,0.8944272,1.5298062562942505,14.36094856262207,500.0,4.9,2.3161393855989445,0.0,2.4269323,0.0006465721895848449,2400,29.22112464904785
