environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
600416,14.641128,3.056551,14.641128,3.056551,14.641128,3.056551,14.641128,3.056551,14.641128,3.056551,0.05,2.8417065143585205,6.54,0.18,72.42,73.205635,0.220618284206721,3.2416658,0.384187454245971,27.923889413905076,15.282756,0.0719476320273744,10517
650431,18.255787,3.0871787,18.255787,3.0871787,18.255787,3.0871787,18.255787,3.0871787,18.255787,3.0871787,0.05,2.690955638885498,11.95,0.7,55.24,91.27892,0.17687056125840173,5.771265,0.45825756949558394,12.934542898765304,15.435894,0.030493610587882847,11384
700469,17.489117,3.3079524,17.489117,3.3079524,17.489117,3.3079524,17.489117,3.3079524,17.489117,3.3079524,0.05,2.4323348999023438,10.62,0.6,57.55,87.44559,0.17165587585710454,5.14933,0.4898979485566356,23.906223039200484,16.53976,0.056319839475666815,12257
750476,18.995686,2.6078577,18.995686,2.6078577,18.995686,2.6078577,18.995686,2.6078577,18.995686,2.6078577,0.05,2.257458448410034,11.23,0.82,56.17,94.978424,0.1770876078790752,3.5322943,0.38418745424597095,11.275686231888505,13.039289,0.03298083549258716,13132
800488,19.005491,2.3539228,19.005491,2.3539228,19.005491,2.3539228,19.005491,2.3539228,19.005491,2.3539228,0.05,2.4897043704986572,10.66,0.77,64.57,95.02746,0.21552149243827443,3.824186,0.4208325082500163,15.450084142165698,11.769613,0.0492702257298106,14003
850630,17.779634,3.2655945,17.779634,3.2655945,17.779634,3.2655945,17.779634,3.2655945,17.779634,3.2655945,0.05,2.6684889793395996,9.96,0.64,62.53,88.89817,0.18937407751916907,4.044552,0.48000000000000004,17.878173844103877,16.32797,0.04340466347035549,14893
900674,17.441862,3.3189144,17.441862,3.3189144,17.441862,3.3189144,17.441862,3.3189144,17.441862,3.3189144,0.05,2.666919469833374,10.56,0.58,60.46,87.20932,0.19662813376286067,5.3335166,0.49355850717012273,14.796905081806802,16.594572,0.042907376824120116,15748
950705,17.860685,3.4242675,17.860685,3.4242675,17.860685,3.4242675,17.860685,3.4242675,17.860685,3.4242675,0.05,2.457990884780884,11.99,0.67,63.83,89.30343,0.19442017003369982,5.424933,0.47021271782034985,21.139562436341958,17.121338,0.05136853296396822,16627
1000733,18.488014,3.1280727,18.488014,3.1280727,18.488014,3.1280727,18.488014,3.1280727,18.488014,3.1280727,0.05,2.279977560043335,12.83,0.74,67.93,92.44008,0.20929506713408044,5.7062335,0.4386342439892262,20.070004982560416,15.640364,0.05440767502746276,17484
1050755,20.04066,1.08524,20.04066,1.08524,20.04066,1.08524,20.04066,1.08524,20.04066,1.08524,0.05,2.3682143688201904,17.35,0.98,64.43,100.20331,0.20504117327800486,3.2722318,0.13999999999999999,17.940599209613932,5.4262,0.049844830219864515,18300
1100813,19.842697,1.381736,19.842697,1.381736,19.842697,1.381736,19.842697,1.381736,19.842697,1.381736,0.05,1.883192539215088,17.08,0.94,61.11,99.213486,0.1962799783598166,4.2630506,0.23748684174075832,17.30485192077644,6.9086804,0.04398272397477732,19110
1150840,19.39902,2.1164324,19.39902,2.1164324,19.39902,2.1164324,19.39902,2.1164324,19.39902,2.1164324,0.05,2.392977714538574,14.79,0.91,61.69,96.99511,0.191385892945691,4.468322,0.2861817604250837,14.463536911834534,10.582162,0.03595484122087706,19906
1200873,19.564632,2.1566594,19.564632,2.1566594,19.564632,2.1566594,19.564632,2.1566594,19.564632,2.1566594,0.05,1.8385778665542603,15.95,0.91,60.32,97.82314,0.2074162025336409,4.3849173,0.2861817604250837,16.346791734159947,10.783297,0.05149068645158204,20741
1250906,19.643604,1.9476438,19.643604,1.9476438,19.643604,1.9476438,19.643604,1.9476438,19.643604,1.9476438,0.05,1.9334266185760498,15.85,0.92,56.61,98.218025,0.1773665041779168,4.24588,0.2712931993250107,12.802261518966093,9.73822,0.03053187077119131,21579
1300971,19.604778,1.9179375,19.604778,1.9179375,19.604778,1.9179375,19.604778,1.9179375,19.604778,1.9179375,0.05,1.5688042640686035,14.94,0.95,58.44,98.02389,0.19132837341807318,4.3262453,0.21794494717703375,11.440559426881187,9.589687,0.03172011056489257,22399
1350982,19.400982,3.1525655,19.400982,3.1525655,19.400982,3.1525655,19.400982,3.1525655,19.400982,3.1525655,0.05,1.436566948890686,17.15,0.83,92.08,97.00489,0.29357151918113233,4.0382547,0.375632799419859,34.3661694112102,15.762827,0.10403819009396893,23203
1400989,19.875978,2.0007918,19.875978,2.0007918,19.875978,2.0007918,19.875978,2.0007918,19.875978,2.0007918,0.05,1.3282629251480103,17.07,0.95,69.89,99.379906,0.23680814453517088,3.4036891,0.21794494717703375,21.022794771390412,10.003958,0.06129042016243593,23906
1451041,20.025074,1.0870585,20.025074,1.0870585,20.025074,1.0870585,20.025074,1.0870585,20.025074,1.0870585,0.05,1.3308560848236084,17.14,0.98,59.59,100.125374,0.1991859970911173,3.3941715,0.13999999999999996,8.149963190100921,5.435293,0.02482924895928056,24697
1501048,19.846935,1.4971155,19.846935,1.4971155,19.846935,1.4971155,19.846935,1.4971155,19.846935,1.4971155,0.05,1.3125591278076172,17.2,0.94,59.15,99.23469,0.18893849037995097,4.505552,0.23748684174075835,16.168101310914647,7.485577,0.041898615148708775,25570
1551053,19.544264,2.3163316,19.544264,2.3163316,19.544264,2.3163316,19.544264,2.3163316,19.544264,2.3163316,0.05,1.1170721054077148,17.4,0.94,50.37,97.72132,0.17694917166780214,4.1761227,0.23748684174075835,15.02974051672217,11.581657,0.042231436164615034,26500
1601083,19.968847,1.395478,19.968847,1.395478,19.968847,1.395478,19.968847,1.395478,19.968847,1.395478,0.05,0.853888213634491,18.07,0.96,56.72,99.844246,0.19026285995263606,4.271428,0.19595917942265428,10.852723160571268,6.9773903,0.035985797271749505,27428
1651111,19.771078,1.5410519,19.771078,1.5410519,19.771078,1.5410519,19.771078,1.5410519,19.771078,1.5410519,0.05,0.8216157555580139,18.07,0.95,51.25,98.8554,0.17456962003081572,4.057721,0.2179449471770337,14.798901986296146,7.70526,0.03726202467312031,28340
1701154,19.855392,1.1626421,19.855392,1.1626421,19.855392,1.1626421,19.855392,1.1626421,19.855392,1.1626421,0.05,0.7059734463691711,16.58,0.97,50.97,99.27697,0.16888051165558862,4.082107,0.17058722109231983,9.270873745230274,5.8132105,0.026742958485915246,29295
1751186,19.705442,1.3401175,19.705442,1.3401175,19.705442,1.3401175,19.705442,1.3401175,19.705442,1.3401175,0.05,0.9968491792678833,14.96,0.95,48.21,98.52721,0.17278237291786355,3.6876006,0.21794494717703372,6.093102657923957,6.7005873,0.02835813199526924,30279
1801195,19.866371,1.070129,19.866371,1.070129,19.866371,1.070129,19.866371,1.070129,19.866371,1.070129,0.05,0.8332322835922241,18.36,0.98,43.08,99.33186,0.15139288415084592,3.7189245,0.13999999999999999,4.683332147093562,5.3506436,0.01837833955373381,31291
1851196,19.783726,1.4539438,19.783726,1.4539438,19.783726,1.4539438,19.783726,1.4539438,19.783726,1.4539438,0.05,0.7121042609214783,16.85,0.97,48.08,98.91863,0.17116458248288835,3.8350358,0.17058722109231983,8.702505386381555,7.2697196,0.028766979771750082,32317
1901231,19.693382,1.8718408,19.693382,1.8718408,19.693382,1.8718408,19.693382,1.8718408,19.693382,1.8718408,0.05,0.7354326248168945,18.49,0.96,48.59,98.46691,0.16055160128104035,3.8948553,0.19595917942265426,9.0720394619953,9.359204,0.027074497073232458,33298
1951262,19.939976,0.9681211,19.939976,0.9681211,19.939976,0.9681211,19.939976,0.9681211,19.939976,0.9681211,0.05,0.7495751976966858,18.24,0.98,48.01,99.69988,0.1506282733543776,3.6908534,0.13999999999999999,9.30644400402216,4.840606,0.02368850954214748,34314
