environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
100010,9.838432,0.3956425,9.838432,0.3956425,0.7624762500000001,19.644372940063477,2.0,0.0,32.04,19.676865,0.05523475874972064,0.0,0.0,0.19595917942265423,0.791285,0.002614447542304663,2356
200040,9.631374,1.4884615,9.631374,1.4884615,0.524905,26.805694580078125,2.14,0.0,35.58,19.262749,0.06217308378894813,0.87200916,0.0,20.123210479443884,2.976923,0.040299800685095886,4749
300187,0.08156863,0.81159765,0.08156863,0.81159765,0.287055875,34.32451248168945,9.24,0.0,148.82,0.16313726,0.3053805808391189,0.9393615,0.0,11.740851757858119,1.6231953,0.02550293884408531,5855
400195,5.4839215,3.7716227,5.4839215,3.7716227,0.05,37.10466384887695,4.29,0.0,75.74,10.967843,0.15219071876083035,3.3802218,0.0,51.005415398759375,7.5432453,0.10955534352170732,6605
500195,7.4290204,1.929287,7.4290204,1.929287,0.05,28.157472610473633,2.26,0.0,54.18,14.858041,0.10787087202945259,1.1629273,0.0,23.632342245321347,3.858574,0.051798272901631706,7867
600196,9.926275,0.419783,9.926275,0.419783,0.05,13.778230667114258,2.02,0.0,33.26,19.85255,0.06296056951454375,0.19899751,0.0,11.735944785146193,0.839566,0.022890911241425706,10146
700220,10.672939,0.48191342,10.672939,0.48191342,0.05,10.331904411315918,2.87,0.0,79.23,21.345879,0.1504580870119389,1.1194195,0.0,57.783709642078186,0.96382684,0.1101086383675005,12656
800335,10.453333,0.39901143,10.453333,0.39901143,0.05,4.262622356414795,3.69,0.0,110.91,20.906666,0.2147101011668565,1.30916,0.0,55.39983664235843,0.79802287,0.10883346854734435,13763
900392,10.516077,0.56901187,10.516077,0.56901187,0.05,2.9108638763427734,4.47,0.0,111.38,21.032154,0.22365251959417948,1.8571752,0.0,54.62175024658218,1.1380237,0.1107775620425697,14982
1000398,15.167048,4.910816,15.167048,4.910816,0.05,2.741405487060547,3.88,0.47,33.02,30.334097,0.06229063872131519,1.9963968,0.49909918853871116,11.61204547011421,9.821632,0.022200892221881475,16525
1100406,12.000498,2.566271,12.000498,2.566271,0.05,4.644822120666504,2.32,0.08,34.18,24.000996,0.06506623379944358,1.0851729,0.2712931993250107,9.636783695818847,5.132542,0.019423141976123492,19421
1200427,16.405182,4.5988607,16.405182,4.5988607,0.05,5.291757583618164,4.36,0.59,32.04,32.810364,0.06078042379696853,1.9673332,0.49183330509431744,6.899159369082583,9.1977215,0.014781166455092531,22224
1300446,15.575819,5.045615,15.575819,5.045615,0.05,11.204185485839844,4.12,0.53,31.26,31.151638,0.060536984990467314,1.9963967,0.49909918853871116,1.3610290224679267,10.09123,0.004983770435766232,25282
