environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
500000,-0.19100435078144073,0.2,0.4,0.0,0.0,0.1,0.29999998,0.1,0.29999998,3.426527261734009,10.44411563873291,500.0,0.4,1.9491527643001973,0.0,0.48989797,0.00022230746309926454,100,21.270240783691406
1000000,-0.09878349304199219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7351304292678833,-0.08053606003522873,500.0,0.0,4.933970320399931,0.0,0.0,0.0006128860558829425,200,0.03649486228823662
1500000,-0.10704744607210159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16572904586792,-0.08452306687831879,500.0,0.0,2.0622594040003603,0.0,0.0,0.00035824991963536384,300,0.045048754662275314
2000000,-0.14227233827114105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9540200233459473,-0.129329115152359,500.0,0.0,2.264309867800148,0.0,0.0,0.00017872608305642159,400,0.02588644064962864
2500000,0.35267719626426697,0.0,0.0,0.0,0.0,0.1,0.29999998,0.0,0.0,3.945889472961426,7.395732879638672,500.0,0.1,1.984524418300134,0.0,0.29999998,0.0004826304783223169,500,14.086111068725586
3000000,0.15252642333507538,0.0,0.0,0.0,0.0,0.1,0.29999998,0.1,0.29999998,3.997626543045044,14.44017505645752,500.0,0.2,1.9975152294000509,0.0,0.4,0.00022577779973304032,600,28.57529640197754
3500000,0.44202786684036255,0.1,0.29999998,0.0,0.0,0.0,0.0,0.0,0.0,4.105897426605225,6.907388687133789,500.0,0.1,2.2055320001996734,0.0,0.29999998,0.0005521216583032974,700,12.930721282958984
4000000,0.21480906009674072,0.2,0.4,0.1,0.29999998,0.0,0.0,0.1,0.29999998,4.353895664215088,20.871261596679688,500.0,0.4,2.0253560394998202,0.0,0.489898,0.00046841127337698507,800,41.312904357910156
4500000,-0.4038553833961487,0.1,0.29999998,0.1,0.29999998,0.2,0.4,0.3,0.45825756,2.8868319988250732,23.229734420776367,500.0,0.7,1.9641167302002942,0.0,1.0049876,0.00020099728080089622,900,47.267181396484375
5000000,0.08090311288833618,0.2,0.4,0.3,0.45825756,0.1,0.29999998,0.4,0.489898,1.8169265985488892,20.40520477294922,500.0,1.0,1.8967775643002824,0.0,0.7745967,0.000157946087943956,1000,40.64860153198242
5500000,0.610359787940979,0.5,0.67082036,0.3,0.64031243,0.6,0.66332495,0.4,0.489898,2.1330628395080566,24.707164764404297,500.0,1.8,1.8579960477998612,0.0,1.4696939,0.00021860858369087834,1100,48.19361114501953
6000000,-0.15519587695598602,0.4,0.489898,0.3,0.45825756,0.6,0.48989797,0.6,0.8,1.4182584285736084,14.920784950256348,500.0,1.9,4.256262151399824,0.0,1.5779734,0.0036529149181073637,1200,30.151962280273438
6500000,0.11600058525800705,0.3,0.45825756,0.3,0.45825756,0.4,0.66332495,0.5,0.5,1.431005835533142,9.305038452148438,500.0,1.5,2.0958725469001367,0.0,1.3601471,0.0005209486187014095,1300,18.378076553344727
7000000,-0.3015095889568329,0.6,0.48989794,0.3,0.64031243,0.4,0.489898,0.7,0.45825756,1.191170334815979,13.4742431640625,500.0,2.0,1.8236199686003602,0.0,1.264911,0.000239750554988666,1400,27.55150604248047
7500000,0.37404370307922363,1.0,0.6324555,0.7,0.6403124,0.6,0.66332495,0.8,0.74833155,1.1195347309112549,18.39696502685547,500.0,3.1,2.00240690169976,0.0,2.0223749,0.00019538241004098792,1500,36.045841217041016
8000000,0.1616143137216568,0.6,0.48989794,0.6,0.48989797,0.4,0.48989797,0.3,0.45825756,1.4208990335464478,18.57002067565918,500.0,1.9,1.8677598427000703,0.0,0.9433981,0.00022218306466634678,1600,36.81681442260742
8500000,-0.09277480840682983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022586703300476,6.566707134246826,500.0,0.0,5.000593329000003,0.0,0.0,0.0045028297749212425,1700,13.318964004516602
9000000,-0.0913458988070488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.760872483253479,11.172649383544922,500.0,0.0,1.8687994837995574,0.0,0.0,0.00023168449939622423,1800,22.527990341186523
9500000,-0.07491952925920486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8165106177330017,5.279567241668701,500.0,0.0,1.8429601329000433,0.0,0.0,0.0002720170276232003,1900,10.70897388458252
10000000,-0.07106471806764603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5950407385826111,6.154129981994629,500.0,0.0,2.026715541500016,0.0,0.0,0.00028176019650284534,2000,12.450389862060547
10500000,-0.03133168816566467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976346731185913,4.56041145324707,500.0,0.0,1.8560490938998555,0.0,0.0,0.0001878452514081071,2100,9.183485984802246
11000000,-0.008483519777655602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525816798210144,4.239170551300049,500.0,0.0,1.8398617902006662,0.0,0.0,0.0002674150580991538,2200,8.495307922363281
11500000,-0.04536977410316467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5006857514381409,4.214621543884277,500.0,0.0,2.032912715999919,0.0,0.0,0.0005787766685664463,2300,8.51998233795166
12000000,-0.0016853954875841737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297530859708786,3.6222267150878906,500.0,0.0,2.19350817690065,0.0,0.0,0.0003813392631414591,2400,7.247824192047119
12500000,-0.009559201076626778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3422863781452179,2.7455968856811523,500.0,0.0,1.8834475320003548,0.0,0.0,0.0001982948143508808,2500,5.510312080383301
13000000,0.010735005140304565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26004162430763245,3.599217176437378,500.0,0.0,1.9198060165999777,0.0,0.0,0.0001933077481796415,2600,7.176964282989502
13500000,-0.03476003184914589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962928056716919,3.041234016418457,500.0,0.0,1.7877502675997676,0.0,0.0,0.0002932789885821167,2700,6.1519880294799805
14000000,-0.0027703524101525545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333339989185333,2.5315732955932617,500.0,0.0,2.197678851499586,0.0,0.0,0.00029414461915333085,2800,5.068687438964844
14500000,0.002777981571853161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255292475223541,2.2279491424560547,500.0,0.0,1.8053047487992444,0.0,0.0,0.00028642181784794895,2900,4.450342178344727
15000000,-0.042234815657138824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663613796234131,2.3098084926605225,500.0,0.0,2.6561773803990945,0.0,0.0,0.00040774870278629,3000,4.704086780548096
15500000,-0.03190266713500023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44714462757110596,2.184778928756714,500.0,0.0,2.049129815299966,0.0,0.0,0.0008946940013404615,3100,4.43336296081543
16000000,0.011111999861896038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47857847809791565,1.9571906328201294,500.0,0.0,2.0300820051004846,0.0,0.0,0.0006008066395922189,3200,3.8921573162078857
16500000,0.016315177083015442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9070515632629395,2.2087740898132324,500.0,0.0,1.8619607221000478,0.0,0.0,0.0003856319513036986,3300,4.384917736053467
17000000,-0.05391089990735054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1944069862365723,1.5737870931625366,500.0,0.0,1.95218729799999,0.0,0.0,0.00037288601982935653,3400,3.2553958892822266
17500000,0.13856232166290283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0411278009414673,1.0792242288589478,500.0,0.0,1.9712503107995871,0.0,0.0,0.00038487034192034967,3500,1.8813238143920898
18000000,-0.017870105803012848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125104546546936,1.2867549657821655,500.0,0.0,2.0350835031997123,0.0,0.0,0.00031528796000254125,3600,2.609250068664551
18500000,-0.056422844529151917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1617324352264404,1.1232250928878784,500.0,0.0,1.8721319398002378,0.0,0.0,0.00025784237164104405,3700,2.3592958450317383
19000000,-0.3758944272994995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337953805923462,0.5094033479690552,500.0,0.0,1.870943724199242,0.0,0.0,0.00021751875978556667,3800,1.7705955505371094
