environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
50007,14.590197,4.2406173,14.590197,4.2406173,14.590197,4.2406173,14.590197,4.2406173,14.590197,4.2406173,0.76246675,15.336800575256348,6.4,0.34,47.48,72.95097,0.11409801164758392,1.9899749,0.4737087712930805,9.505240659762382,21.203085,0.019628279718064093,1190
100029,14.568823,3.998057,14.568823,3.998057,14.568823,3.998057,14.568823,3.998057,14.568823,3.998057,0.5248622500000001,22.77935028076172,7.11,0.3,54.17,72.84412,0.1571824353688862,3.1460927,0.45825756949558394,27.415344243689518,19.990284,0.06910328989172113,2550
150053,13.0831375,3.5873778,13.0831375,3.5873778,13.0831375,3.5873778,13.0831375,3.5873778,13.0831375,3.5873778,0.28724825000000004,22.021757125854492,6.41,0.16,56.13,65.41569,0.16335648707754444,2.8252256,0.36660605559646725,30.606095798059577,17.936888,0.06970450903573133,3753
200069,16.306961,4.2796164,16.306961,4.2796164,16.306961,4.2796164,16.306961,4.2796164,16.306961,4.2796164,0.05,22.61119842529297,8.3,0.53,55.23,81.534805,0.15035250585991888,3.7054014,0.4990991885387111,25.380250195772305,21.398085,0.05423542404879413,4728
250099,10.325123,3.5181377,10.325123,3.5181377,10.325123,3.5181377,10.325123,3.5181377,10.325123,3.5181377,0.05,22.648277282714844,5.73,0.08,43.45,51.62562,0.13750120253767817,2.5054142,0.2712931993250107,16.6855476386003,17.590689,0.03992370872909369,5754
300128,16.043137,3.8151748,16.043137,3.8151748,16.043137,3.8151748,16.043137,3.8151748,16.043137,3.8151748,0.05,27.32963752746582,8.44,0.45,51.05,80.21569,0.15186516794725322,4.27158,0.49749371855331,6.556485338960196,19.075874,0.015588122524109505,6710
350181,16.702942,4.290495,16.702942,4.290495,16.702942,4.290495,16.702942,4.290495,16.702942,4.290495,0.05,24.46131134033203,9.86,0.59,61.06,83.51471,0.1809305304347072,4.9880257,0.4918333050943175,24.577558869830828,21.452473,0.057125746906368895,7557
400209,17.64809,3.5403256,17.64809,3.5403256,17.64809,3.5403256,17.64809,3.5403256,17.64809,3.5403256,0.05,25.559886932373047,11.01,0.66,76.95,88.24045,0.2143241791514447,4.2485175,0.4737087712930805,34.4541361813063,17.701628,0.08069442083870895,8278
450239,17.202549,3.9227054,17.202549,3.9227054,17.202549,3.9227054,17.202549,3.9227054,17.202549,3.9227054,0.05,25.582901000976562,9.88,0.64,79.74,86.01273,0.2324398358509643,3.9630291,0.48,34.87853781338891,19.61353,0.08482005393407294,8872
500311,17.853676,3.6052306,17.853676,3.6052306,17.853676,3.6052306,17.853676,3.6052306,17.853676,3.6052306,0.05,23.031665802001953,11.86,0.72,62.1,89.26838,0.18455550793209113,4.347459,0.4489988864128729,30.605391681858933,18.026155,0.07387720986780026,9511
550311,17.547523,3.4078498,17.547523,3.4078498,17.547523,3.4078498,17.547523,3.4078498,17.547523,3.4078498,0.05,22.178722381591797,10.74,0.63,64.47,87.737625,0.18811507589067333,4.732061,0.4828043081829324,27.679759753292657,17.039248,0.06415294093313834,10278
600419,13.605861,3.942922,13.605861,3.942922,13.605861,3.942922,13.605861,3.942922,13.605861,3.942922,0.05,27.65629005432129,8.63,0.25,101.9,68.02929,0.2762638234056067,4.0611696,0.4330127018922193,44.110883010885196,19.714611,0.10290833294955129,10965
650464,13.711349,4.453788,13.711349,4.453788,13.711349,4.453788,13.711349,4.453788,13.711349,4.453788,0.05,30.795303344726562,10.86,0.32,113.4,68.55675,0.32873481916321906,4.487806,0.46647615158762396,43.73213921133974,22.268942,0.1123648214659622,11659
700500,17.74245,3.461131,17.74245,3.461131,17.74245,3.461131,17.74245,3.461131,17.74245,3.461131,0.05,26.418794631958008,11.13,0.67,70.61,88.712265,0.2247545154427644,4.6811423,0.47021271782034985,27.93775044630473,17.305655,0.08038953154058488,12280
750525,16.708628,3.9305906,16.708628,3.9305906,16.708628,3.9305906,16.708628,3.9305906,16.708628,3.9305906,0.05,22.6900691986084,11.94,0.55,81.88,83.54314,0.263759062460158,5.4695883,0.49749371855331004,33.11110991797164,19.652952,0.0929769262212799,12975
800531,19.08522,2.164947,19.08522,2.164947,19.08522,2.164947,19.08522,2.164947,19.08522,2.164947,0.05,22.416587829589844,13.51,0.84,61.55,95.42612,0.20623932333372066,5.1136975,0.36660605559646725,11.133171156503433,10.824736,0.03024386050496387,13677
850556,18.990955,2.8660636,18.990955,2.8660636,18.990955,2.8660636,18.990955,2.8660636,18.990955,2.8660636,0.05,21.135324478149414,15.62,0.87,58.82,94.95479,0.19588307922240347,5.4217706,0.33630343441600474,14.691752788554538,14.3303175,0.03450447742931447,14374
900559,19.328972,1.8184297,19.328972,1.8184297,19.328972,1.8184297,19.328972,1.8184297,19.328972,1.8184297,0.05,19.65227508544922,14.43,0.87,69.62,96.64487,0.2207954291679198,5.1327477,0.33630343441600474,27.58759866316748,9.092148,0.06396989361089098,15113
950572,19.5962,1.6424482,19.5962,1.6424482,19.5962,1.6424482,19.5962,1.6424482,19.5962,1.6424482,0.05,22.433082580566406,17.15,0.94,61.19,97.981,0.19420133158098907,4.93837,0.23748684174075835,20.64349534357009,8.21224,0.04634430709495294,15922
1000607,19.672451,1.6260617,19.672451,1.6260617,19.672451,1.6260617,19.672451,1.6260617,19.672451,1.6260617,0.05,17.05585479736328,18.61,0.96,58.49,98.36224,0.18851359588152264,5.3495703,0.19595917942265426,16.957886071087987,8.130307,0.04024707788935356,16692
1050668,19.068602,2.4461753,19.068602,2.4461753,19.068602,2.4461753,19.068602,2.4461753,19.068602,2.4461753,0.05,14.565518379211426,15.4,0.86,65.38,95.34302,0.21553012165240942,5.1980762,0.3469870314579494,27.45096719607526,12.230877,0.06843037321573367,17427
