environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
100026,9.750589,0.44738618,9.750589,0.44738618,0.76243825,22.62110137939453,2.0,0.0,32.04,19.501179,0.0570046312129125,0.0,0.0,0.19595917942265423,0.89477235,0.006583173106976195,2319
200042,8.991374,2.5441651,8.991374,2.5441651,0.52490025,34.9460563659668,2.65,0.0,49.7,17.982748,0.09858014621189795,1.8940697,0.0,42.079329842572356,5.0883303,0.09260470038265851,4565
300048,0.08156863,0.81159765,0.08156863,0.81159765,0.287386,33.39365005493164,8.57,0.0,148.82,0.16313726,0.36031785083352585,0.8860586,0.0,11.740851757858119,1.6231953,0.031008212182957087,5596
400105,0.0,0.0,0.0,0.0,0.05,39.39401626586914,9.96,0.0,150.0,0.0,0.38845878330874256,0.19595918,0.0,0.0,0.0,0.03627071438149388,6310
500183,0.58980393,2.1477165,0.58980393,2.1477165,0.05,36.25724411010742,8.43,0.0,147.71,1.1796079,0.3530340020917356,1.8934358,0.0,10.541627009148065,4.295433,0.027922459771636352,6984
600203,7.466666,2.0185988,7.466666,2.0185988,0.05,25.494909286499023,2.34,0.0,94.01,14.933332,0.2085433488333365,1.518025,0.0,32.06134588566113,4.0371976,0.07605729707676559,7785
700307,9.436864,1.5920943,9.436864,1.5920943,0.05,19.03474235534668,2.25,0.0,78.58,18.873728,0.17052800917823333,1.344433,0.0,33.35331467785473,3.1841886,0.07723196484862072,9120
800335,10.214902,0.64036894,10.214902,0.64036894,0.05,12.694185256958008,2.04,0.0,38.43,20.429804,0.0761564137286041,0.39799502,0.0,25.49009807748883,1.2807379,0.05294163515860349,11464
900380,9.894901,1.0418521,9.894901,1.0418521,0.05,6.749209403991699,3.64,0.0,107.93,19.789803,0.22379030875046738,1.841304,0.0,48.97290169062887,2.0837042,0.10383233933223092,12775
1000457,10.139172,1.2566267,10.139172,1.2566267,0.05,7.330408573150635,3.9,0.01,95.04,20.278343,0.19498851706157438,1.926136,0.09949874371066199,57.557609401364125,2.5132535,0.12122408246139159,13711
