environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
1700892,10.955293,0.55712557,10.955293,0.55712557,0.05,4.125028133392334,2.05,0.0,36.97,21.910585,0.07075710707693361,0.49749374,0.0,17.32365723512215,1.1142511,0.03370863488300865,23076
1800905,10.729412,1.1552597,10.729412,1.1552597,0.05,2.570302963256836,2.0,0.0,33.29,21.458824,0.06443749331869185,0.0,0.0,4.714435279012746,2.3105195,0.01006548929588485,26054
1900917,11.547664,1.5307856,11.547664,1.5307856,0.05,4.883685111999512,2.08,0.02,32.54,23.095327,0.06224391791271046,0.56,0.13999999999999999,3.353863443850987,3.0615711,0.0074101314343084194,29096
2000922,11.521283,1.1816436,11.521283,1.1816436,0.05,3.3456838130950928,2.04,0.01,32.06,23.042566,0.06045274080184754,0.39799497,0.09949874371066199,0.27640549922170515,2.3632872,0.002830650983453307,32137
2100932,15.893337,4.325374,15.893337,4.325374,0.05,2.3129093647003174,4.0,0.5,31.57,31.786674,0.06094967128999997,2.0,0.5,0.5874521257089808,8.650748,0.0027919856629233016,35248
2200956,16.697111,4.4239945,16.697111,4.4239945,0.05,4.378090858459473,4.44,0.61,31.48,33.394222,0.060541401624213904,1.9509999,0.4877499359302879,0.5912698199637794,8.847989,0.0026343844354357856,38407
2300963,11.2425375,2.2327938,11.2425375,2.2327938,0.05,4.9059367179870605,2.16,0.04,32.06,22.485075,0.06219750662043225,0.7838368,0.19595917942265423,0.39547439866570383,4.4655876,0.003853140267982859,41533
2400973,16.680473,4.6565585,16.680473,4.6565585,0.05,4.394899368286133,4.52,0.63,31.39,33.360947,0.0627082442282699,1.9312172,0.48280430818293246,0.5982474404458409,9.313117,0.005983034140664674,44645
2500977,15.598174,4.7782774,15.598174,4.7782774,0.05,6.402523994445801,4.14,0.51,37.67,31.196348,0.07478075454942883,1.9799999,0.4998999899979995,24.876115050385177,9.556555,0.050493470040649614,47771
2601077,15.735202,5.0663257,15.735202,5.0663257,0.05,4.660036563873291,4.48,0.55,40.56,31.470404,0.07997927081945817,2.080769,0.49749371855331,31.34495812726506,10.132651,0.06597278503075152,50517
2701085,15.736558,4.6114535,15.736558,4.6114535,0.05,4.259469985961914,4.09,0.51,34.3,31.473116,0.06889179794292431,2.0104477,0.49989998999799945,17.579249130722282,9.222907,0.03560891987226926,53253
2801113,16.24445,4.515224,16.24445,4.515224,0.05,3.955770969390869,4.24,0.56,32.61,32.4889,0.06443106786289718,1.9855477,0.4963869458396343,11.763413620203956,9.030448,0.0244251231608486,56080
2901134,16.206459,4.4774237,16.206459,4.4774237,0.05,4.1860270500183105,4.2,0.55,32.61,32.412918,0.06187397499918006,1.9899749,0.49749371855331004,11.715711672792226,8.954847,0.02620327251140617,58969
3001135,15.865731,4.8000264,15.865731,4.8000264,0.05,2.762535333633423,4.16,0.54,34.3,31.731462,0.06656055037339684,1.9935896,0.49839743177508444,16.45387492355524,9.600053,0.033017318759317876,61754
3101140,17.16283,4.496419,17.16283,4.496419,0.05,2.6418704986572266,4.72,0.68,31.92,34.32566,0.06152832293126267,1.8659046,0.466476151587624,9.995679066476677,8.992838,0.02248566949738252,64682
3201165,16.90879,4.5344605,16.90879,4.5344605,0.05,2.6382250785827637,4.6,0.65,32.8,33.81758,0.06316875921795145,1.9078783,0.47696960070847283,10.406728592598155,9.068921,0.022732062472287727,67724
3301190,17.002352,4.4011335,17.002352,4.4011335,0.05,2.321046829223633,4.6,0.65,31.62,34.004704,0.060387936659972184,1.9078783,0.4769696007084728,5.638758728656511,8.802267,0.01265546275671374,70837
3401217,16.709906,4.40703,16.709906,4.40703,0.05,2.383317232131958,4.44,0.61,31.31,33.41981,0.0604428812203696,1.9509999,0.4877499359302879,0.8682741502543998,8.81406,0.005202707541871538,73970
3501218,16.971527,4.4459124,16.971527,4.4459124,0.05,2.24174427986145,4.6,0.65,31.14,33.943054,0.05805006713664625,1.9078783,0.4769696007084728,0.9167333309092671,8.891825,0.004701921017870686,77158
3601221,17.429022,4.1864643,17.429022,4.1864643,0.05,1.9042528867721558,4.76,0.69,31.42,34.858044,0.05937971455336083,1.849973,0.462493243193887,0.5861740355901137,8.372929,0.0025176723103896735,80342
3701230,17.092066,4.2732673,17.092066,4.2732673,0.05,1.5968743562698364,4.6,0.65,31.38,34.18413,0.05860463256249204,1.9078783,0.4769696007084728,0.5963220606350228,8.546535,0.0052000477218132135,83523
3801233,15.683948,4.7949686,15.683948,4.7949686,0.05,1.4118056297302246,4.08,0.52,31.55,31.367895,0.05792718709970359,1.9983994,0.4995998398718718,0.5361902647381803,9.589937,0.002432200086152148,86694
3901236,16.827589,4.553796,16.827589,4.553796,0.05,1.6058937311172485,4.56,0.64,31.6,33.655178,0.058810428703436626,1.9200001,0.48,0.812403840463596,9.107592,0.002834643877473492,89863
