environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
500000,0.041730950586497784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.058592200279236,0.1216411143541336,500.0,0.0,2.244405002598069,0.0,0.0,0.00033893456650134523,100,0.1598203293979168
1000000,0.08234472014009953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.443683624267578,0.09862886928021908,500.0,0.0,1.981009985502169,0.0,0.0,0.0001662234719639655,200,0.03256829874590039
1500000,0.15675554424524307,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29999998,1.889557123184204,7.970515966415405,500.0,0.1,2.2941824114997873,0.0,0.29999998,0.00030757713378803644,300,15.62752079963684
2000000,0.09622455108910799,0.1,0.29999998,0.0,0.0,0.0,0.0,0.0,0.0,1.686300128698349,7.606989741325378,500.0,0.1,2.217963206100103,0.0,0.29999998,0.0001145671134191938,400,15.021530628204346
2500000,-0.39633486792445183,0.1,0.29999998,0.0,0.0,0.0,0.0,0.0,0.0,2.495990216732025,5.2795679569244385,500.0,0.1,2.358912361999683,0.0,0.29999998,0.00024191898258898496,500,11.351805686950684
3000000,-0.3001299239695072,0.2,0.59999996,0.0,0.0,0.0,0.0,0.1,0.29999998,2.3775142431259155,14.649220943450928,500.0,0.3,2.2666911961016014,0.0,0.90000004,0.00039004650613685244,600,29.898702144622803
3500000,0.6746164513751864,0.3,0.45825756,0.3,0.45825756,0.1,0.29999998,0.1,0.29999998,2.8686448335647583,23.116597652435303,500.0,0.8,3.3325325675992645,0.0,0.6,0.00032246696840256066,700,44.883962631225586
4000000,-1.0523831024765968,0.3,0.45825756,0.4,0.489898,0.5,0.5,0.1,0.29999998,2.0846924781799316,23.32047462463379,500.0,1.3,2.421385880300659,0.0,0.9,0.000526987897469094,800,48.74571514129639
4500000,-0.27100852504372597,0.1,0.29999998,0.2,0.4,0.4,0.48989797,0.0,0.0,1.695125699043274,8.604847192764282,500.0,0.7,2.486116587901779,0.0,0.78102493,0.0007872721180636221,900,17.75171136856079
5000000,-0.5830943435430527,0.3,0.45825756,0.3,0.45825756,0.2,0.4,0.4,0.48989797,1.4723398089408875,9.960745096206665,500.0,1.2,2.134812655701535,0.0,0.59999996,0.0008427870022748342,1000,21.087679386138916
5500000,1.0663979053497314,0.2,0.4,0.5,0.5,0.3,0.45825756,0.4,0.48989797,2.1503177285194397,20.0064640045166,500.0,1.4,2.3721351308049634,0.0,0.66332495,0.00028299490604568147,1100,37.88013172149658
6000000,0.08442675322294235,0.5,0.5,0.4,0.489898,0.2,0.4,0.2,0.4,2.0398714542388916,6.670899868011475,500.0,1.3,2.163426651599002,0.0,0.9,0.00030456374669254595,1200,13.172946214675903
6500000,0.5004543084651232,0.2,0.4,0.4,0.48989797,0.2,0.4,0.3,0.45825756,1.7749003171920776,7.963809370994568,500.0,1.1,2.2614053223980592,0.0,0.53851646,0.0002804109808445499,1300,14.92671012878418
7000000,-0.18383723869919777,0.1,0.29999998,0.2,0.4,0.3,0.45825756,0.5,0.5,1.8896830677986145,8.348762512207031,500.0,1.1,2.267259351401299,0.0,0.8306624,0.00023922492245229604,1400,17.065199375152588
7500000,-0.04937646724283695,0.3,0.45825756,0.3,0.45825756,0.2,0.4,0.4,0.489898,2.380940616130829,5.966777205467224,500.0,1.2,2.321610346600937,0.0,0.7483315,0.00022279794727055104,1500,12.032307386398315
8000000,0.6363229379057884,0.4,0.489898,0.4,0.489898,0.2,0.4,0.3,0.45825756,2.0337696075439453,7.350628972053528,500.0,1.3,2.2143909058984717,0.0,1.0049876,0.00022482060295062883,1600,13.428611993789673
8500000,-0.397580049932003,0.6,0.48989797,0.5,0.5,0.1,0.29999998,0.3,0.45825756,2.2425395846366882,7.475770831108093,500.0,1.5,2.409107307900558,0.0,0.8062258,0.00037403498419632587,1700,15.746701717376709
9000000,-0.15529883094131947,0.6,0.48989794,0.4,0.66332495,0.8,0.4,0.4,0.48989797,2.1628130078315735,12.113062143325806,500.0,2.2,2.3336145802008104,0.0,1.077033,0.00029191524429622714,1800,24.53672170639038
9500000,0.36882561445236206,0.4,0.489898,0.3,0.45825756,0.2,0.4,0.1,0.29999998,1.8905242681503296,7.246787786483765,500.0,1.0,2.190193945400824,0.0,0.7745967,0.0007135253016944884,1900,13.755924224853516
10000000,-0.21733779599890113,0.9,0.53851646,0.4,0.48989797,0.7,0.45825756,0.3,0.45825756,1.7268172204494476,7.351045489311218,500.0,2.3,2.362246418900031,0.0,1.1,0.0002734391970971259,2000,15.1367666721344
