environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates
100039,0.06666667,0.14092946,0.10333334,0.19920675,0.762407375,1.971671223640442,47.75,0.17,0.016016443650005385,9.807522622966516,0.25400132,0.0034227709368040804,1982
200060,0.09535714,0.21459301,0.06333333,0.10712805,0.5248575,2.325439453125,48.9,0.15869048,0.010249803989427164,4.794788837894741,0.25770032,0.001019208103633172,4051
300098,0.08934524,0.15152487,0.068333335,0.10023756,0.2872672499999999,2.474430799484253,50.0,0.15767857,0.010844418703345581,0.0,0.1824742,0.0016149171543415593,6190
400122,0.06845238,0.14344497,0.07130953,0.13826032,0.05,2.862691640853882,50.0,0.13976191,0.01143312520289328,0.0,0.20065242,0.0016190904345255305,8265
500151,0.033333335,0.1,0.043333333,0.14948058,0.05,2.1076653003692627,48.65,0.07666667,0.010251029304345138,5.884513573779908,0.22732747,0.0018234181502192475,10312
600188,0.12325398,0.18485317,0.12728174,0.21073234,0.05,1.9223309755325317,48.35,0.2505357,0.010548308305442334,5.012733785071774,0.34792805,0.00179782601313065,12383
700225,0.049017854,0.08660526,0.09235118,0.19389871,0.05,1.7606828212738037,50.0,0.14136904,0.011187312507536263,0.0,0.19889465,0.0016401118807128567,14468
800239,0.15805556,0.22081833,0.17277779,0.2550351,0.05,1.8285211324691772,44.9,0.33083335,0.011226891647675074,12.660568707605517,0.35080367,0.0039561463242430185,16566
900274,0.1517857,0.21651077,0.16488096,0.20037645,0.05,1.3635265827178955,46.1,0.31666666,0.009047389851184562,11.717081547894084,0.31907073,0.0026378964307424042,18703
1000293,0.18309525,0.20512965,0.16166666,0.22688104,0.05,1.4578170776367188,44.7,0.3447619,0.010435704101109878,11.528659939472584,0.3809595,0.0030668393663228354,20911
1100296,0.12538691,0.19568025,0.09354167,0.15445063,0.05,1.7466864585876465,45.55,0.21892858,0.01309461260389071,13.35842430827828,0.29663408,0.005203809430445591,23248
1200307,0.27543652,0.29819947,0.24440476,0.27004376,0.05,1.8147189617156982,42.8,0.51984125,0.01045148546108976,12.27436352728727,0.4229757,0.003446794583644103,25660
1300307,0.22636905,0.2765987,0.17130953,0.21431544,0.05,2.8663463592529297,45.55,0.39767858,0.011765208296128548,12.627252274346944,0.33918473,0.0042261258760222685,28056
1400345,0.2733135,0.2635096,0.16805556,0.2515868,0.05,2.44838547706604,40.0,0.441369,0.00988288555527106,15.617298101784444,0.41701737,0.0038598237231623448,30489
1500349,0.31837302,0.28992295,0.29472223,0.29284933,0.05,1.936927318572998,34.1,0.6130953,0.007973047951236368,18.511888072263183,0.41243598,0.004275453894976681,32945
1600364,0.21093254,0.22414216,0.2790476,0.30355564,0.05,1.7705520391464233,36.8,0.48998016,0.008597447848296724,18.001666589513317,0.44523275,0.004397894866842897,35509
1700373,0.3112897,0.22333178,0.3824603,0.26081696,0.05,1.7129460573196411,32.15,0.69375,0.00789120415574871,18.858088450317545,0.35678294,0.004653535298464669,38159
1800412,0.2653175,0.21734981,0.34277776,0.29973808,0.05,2.275210380554199,36.4,0.6080953,0.00934780630050227,16.980577139779438,0.4170844,0.004460140653901669,40930
1900453,0.23142858,0.31179446,0.21583334,0.18075378,0.05,1.938478946685791,38.2,0.4472619,0.00794959169870708,16.500303027520435,0.41868237,0.0033967236685812953,43742
2000458,0.28785712,0.24085937,0.3703572,0.3072489,0.05,2.1803340911865234,31.15,0.65821433,0.006810852093622088,17.692583191834935,0.43500105,0.004105647371104256,46702
2100486,0.2884127,0.27349943,0.3135119,0.29779384,0.05,2.2481796741485596,33.4,0.6019246,0.007303993750247173,18.561788706910768,0.3854554,0.003626126646327123,49813
2200490,0.3767262,0.3059668,0.37166667,0.3085271,0.05,2.0025885105133057,29.2,0.7483929,0.00609150625532493,17.194766645697754,0.38270065,0.0036211119884241457,53111
2300514,0.412381,0.24909465,0.4197619,0.24430989,0.05,2.0660557746887207,21.55,0.83214283,0.00490372305503115,15.784406862470314,0.34793487,0.0032169345146076033,56544
2400523,0.3912103,0.23056328,0.43557543,0.24834085,0.05,2.5851876735687256,22.95,0.82678574,0.005681597994407639,15.519262224732206,0.35161343,0.00433331732554696,59937
2500525,0.41317463,0.26478258,0.3718254,0.22122829,0.05,2.2127552032470703,25.05,0.785,0.005464187508914619,18.71490048063307,0.3636963,0.0046715447807384874,63447
2600560,0.24500003,0.25506535,0.2977778,0.25117168,0.05,2.730142831802368,33.1,0.5427778,0.008444358358974568,19.149151417229955,0.43513852,0.00495701698403036,67133
2700580,0.432242,0.25927293,0.3717262,0.21834576,0.05,2.5924620628356934,25.85,0.80396825,0.006287356198299676,16.46594971448656,0.35568577,0.003663917511073103,70837
2800591,0.39232144,0.28897074,0.36857143,0.27130058,0.05,2.1273796558380127,26.75,0.76089287,0.006336812450899743,18.182065339229204,0.38303882,0.004369936207078336,74628
2900619,0.3615774,0.26027915,0.40717262,0.26102278,0.05,2.134455919265747,25.15,0.76875,0.0069162644416792315,16.734022230175267,0.37971002,0.0048066210640317466,78422
3000636,0.40500003,0.25019935,0.33607143,0.2326524,0.05,2.455028772354126,24.4,0.7410714,0.006279622900183313,17.43387507125137,0.4126314,0.004533475769967325,82205
3100638,0.3014881,0.27633333,0.32976192,0.2999315,0.05,2.273977518081665,30.15,0.63125,0.008631529097328894,18.38824352677547,0.43872917,0.005690771589719975,86064
3200650,0.3984127,0.24804413,0.42936507,0.26794562,0.05,2.208437204360962,21.1,0.82777774,0.00525027085095644,14.972975656161335,0.3608546,0.0038784791927464098,90154
3300692,0.34750003,0.275521,0.3775,0.27283624,0.05,2.3944168090820312,28.65,0.725,0.008529735391493886,17.088812129577644,0.41256312,0.0057262921377030295,94277
3400699,0.39682537,0.29032177,0.31595236,0.22866261,0.05,2.1057655811309814,28.6,0.71277773,0.007192910343292169,17.3216627377397,0.41458407,0.005384191834483516,98490
3500731,0.33217263,0.2591026,0.38417658,0.30389842,0.05,2.0626001358032227,27.05,0.7163492,0.006154552148655057,17.77209891937359,0.4130405,0.004244931374810572,102779
3600765,0.41647822,0.312926,0.35852182,0.26904,0.05,2.137540340423584,24.05,0.775,0.006424739651265554,15.509593805125906,0.40233696,0.004134942381234175,107066
3700807,0.44083333,0.31995988,0.31416667,0.2595014,0.05,1.930752158164978,25.3,0.755,0.004750043695094064,18.240339909113537,0.3927149,0.003394075584148182,111362
3800818,0.39000002,0.28769514,0.44857144,0.31059375,0.05,1.8206701278686523,22.3,0.8385714,0.004561585345072672,15.691080268738668,0.3393,0.003199339357225261,115772
3900841,0.4316369,0.27188686,0.38780755,0.28564882,0.05,1.867569923400879,24.35,0.8194445,0.005124706300557591,16.088116732545174,0.3638253,0.0033605674649806786,120138
