environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
1100753,13.027304,3.5992534,13.027304,3.5992534,13.027304,3.5992534,13.027304,3.5992534,13.027304,3.5992534,0.05,38.51570510864258,6.6,0.18,46.35,65.13652,0.14660892748797777,3.5327044,0.38418745424597095,12.528667127831277,17.996267,0.0338171402683284,19459
1150773,17.512646,3.8267813,17.512646,3.8267813,17.512646,3.8267813,17.512646,3.8267813,17.512646,3.8267813,0.05,29.610687255859375,10.56,0.68,51.42,87.563225,0.1622359853319358,4.4862456,0.466476151587624,13.742765369458944,19.133905,0.0351202291444611,20410
1200783,18.12375,3.1953716,18.12375,3.1953716,18.12375,3.1953716,18.12375,3.1953716,18.12375,3.1953716,0.05,20.339441299438477,11.88,0.72,49.33,90.61875,0.15136333922157064,5.3390636,0.44899888641287294,10.875711470979727,15.976859,0.028462422667026813,21291
1250816,15.332941,3.6457424,15.332941,3.6457424,15.332941,3.6457424,15.332941,3.6457424,15.332941,3.6457424,0.05,26.36406135559082,8.33,0.36,58.33,76.6647,0.18355950253200717,4.837468,0.48,22.795637740585367,18.228712,0.060176760273819255,22192
1300831,17.553408,3.7487843,17.553408,3.7487843,17.553408,3.7487843,17.553408,3.7487843,17.553408,3.7487843,0.05,22.919898986816406,9.95,0.65,54.99,87.767044,0.17170633794099557,4.706113,0.47696960070847283,12.473568054089414,18.743923,0.03247447126322353,23081
1350889,14.979509,4.3297167,14.979509,4.3297167,14.979509,4.3297167,14.979509,4.3297167,14.979509,4.3297167,0.05,24.26081085205078,11.18,0.4,98.96,74.89755,0.28597784840036183,4.2973943,0.48989794855663565,46.041702835581575,21.648584,0.12393973811241295,23925
1400906,16.498407,3.8801231,16.498407,3.8801231,16.498407,3.8801231,16.498407,3.8801231,16.498407,3.8801231,0.05,20.74470329284668,9.32,0.51,52.79,82.49204,0.16111195129924455,4.372368,0.49989998999799945,24.849263570576895,19.400616,0.0689052809006792,24814
1450957,18.190048,3.318022,18.190048,3.318022,18.190048,3.318022,18.190048,3.318022,18.190048,3.318022,0.05,19.529064178466797,11.26,0.75,56.01,90.95023,0.17226929248136003,4.20861,0.4330127018922193,22.422085094834515,16.59011,0.06017698931550124,25701
1500986,19.0225,2.4095552,19.0225,2.4095552,19.0225,2.4095552,19.0225,2.4095552,19.0225,2.4095552,0.05,19.19285011291504,12.35,0.84,51.9,95.1125,0.16298642337787897,4.4841385,0.36660605559646725,12.917043005270207,12.047776,0.03796037901079751,26571
1551015,14.272379,4.626872,14.272379,4.626872,14.272379,4.626872,14.272379,4.626872,14.272379,4.626872,0.05,17.593706130981445,7.82,0.33,58.9,71.36189,0.19687003039231057,4.409943,0.47021271782034985,16.51211676315305,23.134357,0.04603092554528991,27447
1601038,17.176226,3.4916859,17.176226,3.4916859,17.176226,3.4916859,17.176226,3.4916859,17.176226,3.4916859,0.05,17.094369888305664,10.37,0.56,60.5,85.88113,0.1932717234187294,5.6615458,0.4963869458396343,21.020704079549763,17.45843,0.05577376701390876,28338
1651040,19.15532,2.1336534,19.15532,2.1336534,19.15532,2.1336534,19.15532,2.1336534,19.15532,2.1336534,0.05,15.26168155670166,12.47,0.85,49.9,95.7766,0.15034791955491528,4.782165,0.3570714214271425,13.668577102244404,10.668267,0.03293393664655686,29233
1701080,15.854291,4.085292,15.854291,4.085292,15.854291,4.085292,15.854291,4.085292,15.854291,4.085292,0.05,21.36385726928711,9.32,0.45,58.22,79.27145,0.18206124336807988,5.4751797,0.49749371855331,11.568560843942517,20.426458,0.03028443216073387,30130
1751119,16.76934,3.657347,16.76934,3.657347,16.76934,3.657347,16.76934,3.657347,16.76934,3.657347,0.05,11.41873836517334,9.78,0.49,55.67,83.8467,0.18099907375348268,5.773352,0.49989998999799945,18.245577546353527,18.286736,0.052272167504587304,31029
1801156,18.897425,2.6385381,18.897425,2.6385381,18.897425,2.6385381,18.897425,2.6385381,18.897425,2.6385381,0.05,16.51653480529785,12.9,0.83,58.55,94.48713,0.1934703908767551,5.0049973,0.375632799419859,15.574578645985902,13.192691,0.04301433543933322,31956
1851163,18.666641,2.8220963,18.666641,2.8220963,18.666641,2.8220963,18.666641,2.8220963,18.666641,2.8220963,0.05,15.461812973022461,13.68,0.8,49.73,93.33321,0.16493887336342594,5.456886,0.4,11.94307749284078,14.11048,0.03343708797899188,32880
1901178,19.029852,2.332883,19.029852,2.332883,19.029852,2.332883,19.029852,2.332883,19.029852,2.332883,0.05,16.339223861694336,11.28,0.84,51.14,95.14927,0.15686205591016913,4.6735,0.36660605559646725,8.316273203785455,11.664415,0.02411666264963969,33810
1951195,18.29135,3.3420196,18.29135,3.3420196,18.29135,3.3420196,18.29135,3.3420196,18.29135,3.3420196,0.05,11.603470802307129,12.79,0.75,56.0,91.45675,0.17428440542833415,5.048356,0.4330127018922193,25.124092023394596,16.710098,0.06274369826989522,34743
