environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
500000,0.015551058575510979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161694049835205,0.030152874998748302,500.0,0.0,2.2486664974014277,0.0,0.0,0.0005384893179440187,100,0.029203637968748808
1000000,0.26212271209806204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0899755358695984,0.28324887342751026,500.0,0.0,2.238854908601206,0.0,0.0,0.0007068468921650856,200,0.042252333369106054
1500000,0.056752704083919525,0.0,0.0,0.1,0.29999998,0.1,0.29999998,0.0,0.0,1.8827383518218994,34.737375259399414,500.0,0.2,2.221813433698844,0.0,0.4,0.00022294799281567446,300,69.36124610900879
2000000,-0.3392838453873992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.159091889858246,-0.2890179604291916,500.0,0.0,2.1369904532984947,0.0,0.0,0.00028498757580619044,400,0.10053177922964096
2500000,0.16253254853654653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4623411893844604,0.18548229336738586,500.0,0.0,1.9588549464984681,0.0,0.0,0.00029711630013469915,500,0.04589948710054159
3000000,-0.11083560809493065,0.0,0.0,0.0,0.0,0.1,0.29999998,0.0,0.0,1.9942205250263214,13.36783766746521,500.0,0.1,1.9440063207992353,0.0,0.29999998,0.0008207750485532925,600,26.957345962524414
3500000,0.34321090020239353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29999998,2.7302030324935913,10.679400444030762,500.0,0.1,8.314529251599742,0.0,0.29999998,0.002191943440476689,700,20.67237949371338
4000000,0.2914203219115734,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29999998,2.203770697116852,7.6501078605651855,500.0,0.1,2.3772069526006816,0.0,0.29999998,0.0006182082490501093,800,14.717375040054321
4500000,-1.0116936415433884,0.1,0.29999998,0.2,0.4,0.1,0.29999998,0.0,0.0,2.010208636522293,26.10224723815918,500.0,0.4,2.210247803601669,0.0,0.66332495,0.00023700783281677755,900,54.22788143157959
5000000,0.1531813070178032,0.2,0.4,0.4,0.489898,0.1,0.29999998,0.1,0.29999998,2.419522523880005,37.67354106903076,500.0,0.8,2.074299973198504,0.0,0.74833155,0.0002713469036343345,1000,75.04071998596191
5500000,0.5085695311427116,0.2,0.4,0.3,0.45825756,0.1,0.29999998,0.3,0.45825756,2.2074134349823,31.42233943939209,500.0,0.9,2.5368290819009416,0.0,0.83066237,0.000580357219572253,1100,61.82753944396973
6000000,-0.24858751334249973,0.1,0.29999998,0.2,0.4,0.3,0.45825756,0.6,0.66332495,2.3808242082595825,36.91990280151367,500.0,1.2,1.954608784498123,0.0,1.0770329,0.00040094456549586745,1200,74.33698081970215
6500000,0.18160866107791662,0.6,0.8,0.4,0.48989797,0.3,0.45825756,0.5,0.5,2.9779948592185974,43.96154594421387,500.0,1.8,2.0224859894020484,0.0,1.2489996,0.00021100136514208095,1300,87.55987358093262
7000000,-0.5517208352684975,0.3,0.45825756,0.2,0.4,0.4,0.48989797,0.1,0.29999998,2.222264885902405,21.014025688171387,500.0,1.0,2.1938509700004944,0.0,0.7745967,0.00030068725558607325,1400,43.131492614746094
7500000,-0.32536157965660095,0.9,0.29999998,0.8,0.4,0.8,0.8717798,0.6,0.48989797,1.5234461426734924,50.03764820098877,500.0,3.1,2.086527013302839,0.0,1.0440307,0.00042347327991654665,1500,100.72601890563965
8000000,0.3885899744927883,1.0,0.6324555,0.7,0.64031243,0.6,0.48989794,0.9,0.53851646,2.0145814418792725,40.30125617980957,500.0,3.2,2.1829024484031834,0.0,1.4,0.0001581001530362552,1600,79.82533264160156
8500000,-0.6628776341676712,0.5,0.67082036,0.3,0.45825756,0.6,0.48989797,0.8,0.6,1.7032520771026611,22.222055912017822,500.0,2.2,1.9213308776015765,0.0,1.3266499,0.00018384645611787024,1700,45.76986789703369
9000000,0.10168907418847084,0.6,0.48989794,0.8,0.6,0.7,0.64031243,1.0,0.4472136,1.5393778383731842,28.037339687347412,500.0,3.1,2.009144232500694,0.0,1.0440307,0.00027478019867331204,1800,55.87130165100098
9500000,0.03867151960730553,1.4,0.66332495,1.2,0.7483314,1.2,0.59999996,1.0,0.6324555,1.513638198375702,37.934205055236816,500.0,4.8,2.0165465868005414,0.0,1.5362291,0.0003586137065282206,1900,75.79106712341309
10000000,0.05748818442225456,0.6,0.48989797,0.4,0.48989797,0.5,0.5,0.4,0.48989797,0.5761287659406662,14.494168519973755,500.0,1.9,2.117870557997958,0.0,0.53851646,0.0002911643840734876,2000,28.873360633850098
10500000,-0.3240386195247993,0.1,0.29999998,0.8,0.4,0.3,0.45825756,0.6,0.48989797,0.5310670733451843,14.331707000732422,500.0,1.8,7.547600566600158,0.0,0.4,0.0006799015399820135,2100,29.3114914894104
11000000,0.20772410556674004,0.6,0.48989797,0.7,0.45825756,0.7,0.45825756,0.7,0.64031243,1.1337623298168182,18.16528081893921,500.0,2.7,2.1651749253971504,0.0,0.78102493,0.00024831905804807486,2200,35.91511249542236
11500000,0.3032585233449936,1.1,0.7,1.0,0.8944272,0.8,0.74833155,1.1,0.70000005,1.7550112307071686,25.287784099578857,500.0,4.0,2.263122396096878,0.0,2.366432,0.0002527277781558681,2300,49.969051361083984
12000000,0.3130248076049611,1.0,0.4472136,0.6,0.48989797,0.9,0.70000005,0.9,0.29999998,1.5541562139987946,19.413108348846436,500.0,3.4,1.9243236775015249,0.0,0.9165151,0.0002776189503397348,2400,38.20016574859619
12500000,-0.20279478281736374,1.0,0.4472136,0.9,0.53851646,1.2,0.87177974,1.2,0.59999996,1.3346237242221832,22.36981725692749,500.0,4.3,1.9166913657987608,0.0,1.6155494,0.0004759269524018841,2500,45.14522457122803
