environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates
100008,0.0,0.0,0.016666668,0.07264832,0.762481,72.5093002319336,50.0,0.016666668,0.01130531475355383,0.0,0.07264832,0.0026449017658089517,1964
200032,0.01,0.04358899,0.03666667,0.09061518,0.5249240000000001,186.63587951660156,50.0,0.04666667,0.010229129303479568,0.0,0.11566234,0.002068979641629096,3967
300073,0.023809526,0.077518195,0.02361111,0.070969366,0.287326625,106.18038177490234,50.0,0.047420636,0.00904079169849865,0.0,0.09960614,0.00028108130598780744,5970
400106,0.047619052,0.113688916,0.058333337,0.11814539,0.05,160.67628479003906,50.0,0.10595238,0.009775539601105266,0.0,0.20868678,0.000491053656106078,7975
500149,0.060595237,0.12724955,0.118928574,0.18514179,0.05,143.52392578125,50.0,0.17952381,0.009662318803020754,0.0,0.22006674,0.0004999261060842479,9978
600166,0.033392854,0.068458565,0.06589286,0.12878196,0.05,116.26886749267578,50.0,0.099285714,0.011765014752745629,0.0,0.16258278,0.00019502461921673975,11979
700193,0.032142855,0.07897623,0.03125,0.082153104,0.05,80.64176940917969,50.0,0.06339286,0.011764718545600772,0.0,0.10477332,0.0016971290683760298,13981
800227,0.06666667,0.14092946,0.08916667,0.16652286,0.05,37.487186431884766,50.0,0.15583333,0.012441195896826684,0.0,0.21796247,0.002682501230048219,15983
900227,0.05,0.12747549,0.065476194,0.1587624,0.05,29.76154327392578,50.0,0.11547619,0.010270672952174209,0.0,0.20287405,0.00030302584789451323,17983
1000229,0.05916667,0.123206586,0.06357143,0.14330108,0.05,10.596880912780762,50.0,0.1227381,0.012161289490177297,0.0,0.20601566,0.002439796442965854,19985
1100262,0.033809524,0.086214155,0.04392857,0.091089636,0.05,7.032577991485596,50.0,0.07773809,0.010558675043284893,0.0,0.11295926,0.0005077054325436668,21986
1200286,0.042916667,0.11178089,0.008333334,0.03632416,0.05,6.070935249328613,50.0,0.05125,0.012583454247214831,0.0,0.114451446,0.0014420962739147753,23989
1300327,0.036309525,0.091556445,0.095238104,0.1335776,0.05,2.1122210025787354,50.0,0.13154761,0.011453222998534329,0.0,0.1914956,0.0016955446468887405,25990
1400369,0.065476194,0.15876241,0.05968254,0.10521595,0.05,2.7212350368499756,50.0,0.12515873,0.01166165834874846,0.0,0.18039389,0.0016914036625594467,27994
1500376,0.07678572,0.1705531,0.07380952,0.13339709,0.05,1.6408663988113403,50.0,0.15059525,0.011425322951981797,0.0,0.21600746,0.0016244922977698406,29998
1600376,0.12041666,0.23067647,0.0325,0.10034317,0.05,1.0608596801757812,50.0,0.15291667,0.011375758401118218,0.0,0.2518994,0.001483001550355241,32002
1700397,0.14976189,0.2423406,0.053333335,0.11075498,0.05,1.1084233522415161,49.35,0.20309524,0.010863616547430866,2.8332843133014376,0.29196447,0.0008296021930633357,34006
1800413,0.064166665,0.13806953,0.07083334,0.14465512,0.05,0.7861291766166687,50.0,0.135,0.012539276847383008,0.0,0.1909282,0.0027409554085356825,36015
1900432,0.026785713,0.08055532,0.10690477,0.17090015,0.05,0.7819918990135193,50.0,0.13369048,0.00924907709704712,0.0,0.1952748,0.0003009512146013876,38026
2000456,0.051785715,0.1304794,0.096666664,0.21158135,0.05,0.7916287183761597,48.45,0.14845239,0.00902524585253559,6.756293362488044,0.27709138,0.0012549228588860665,40040
2100505,0.068333335,0.124487855,0.07083334,0.2129081,0.05,0.9225417971611023,50.0,0.13916668,0.00858092279813718,0.0,0.24502127,0.00017955798823766689,42053
2200514,0.09464286,0.16772771,0.03666667,0.09712535,0.05,0.9793543815612793,50.0,0.13130952,0.008995212498120964,0.0,0.21592925,0.0003535831096697598,44069
2300551,0.111071445,0.16825312,0.11,0.18343936,0.05,1.2350627183914185,48.55,0.22107144,0.00867097509035375,6.320403468133976,0.27202138,0.0012105712402413493,46093
2400554,0.065476194,0.1325391,0.15375002,0.19087656,0.05,1.2254446744918823,48.95,0.2192262,0.00930775210435968,4.576843890717708,0.26584226,0.0008946426578902283,48124
2500600,0.13083336,0.17624754,0.072500005,0.11729296,0.05,1.2604647874832153,50.0,0.20333333,0.008689602153026499,0.0,0.22855829,0.0002192250286110631,50153
2600627,0.12309524,0.19945234,0.0875,0.15624723,0.05,0.9541440010070801,49.2,0.21059525,0.00912074585503433,3.4871191548325386,0.26638004,0.0006757798207369187,52207
2700646,0.09097223,0.2365794,0.18319444,0.21291712,0.05,0.9946513175964355,46.9,0.27416664,0.006750441750045866,9.929249719893239,0.32677826,0.0014471103880477883,54258
2800662,0.15214285,0.2575448,0.07226191,0.15035535,0.05,1.3350753784179688,48.25,0.22440477,0.0072999811498448254,4.998749843710925,0.36466825,0.0007474733915822405,56338
2900707,0.17861113,0.17778884,0.26291665,0.2734359,0.05,0.838184654712677,42.3,0.44152775,0.005490935395937413,13.874797295816613,0.3917351,0.001795853699283774,58448
3000726,0.055,0.14568803,0.09845238,0.1951136,0.05,3.5290493965148926,48.55,0.15345237,0.007475400055409409,4.954543369474124,0.30201748,0.0008255283363776868,60563
3100752,0.08166666,0.16548751,0.0325,0.077902175,0.05,1.286143183708191,50.0,0.11416666,0.0075252562412060795,0.0,0.19012241,0.0001742732926652164,62675
3200765,0.11486111,0.1995757,0.12500001,0.18525508,0.05,1.8832510709762573,46.05,0.2398611,0.007216493698069826,11.935137200719563,0.32583138,0.0018810983544151824,64811
3300775,0.0854762,0.18010122,0.03875,0.080029294,0.05,1.9664682149887085,50.0,0.1242262,0.007602860452607274,0.0,0.19030693,0.00016555516547863482,66936
3400782,0.07652778,0.20993914,0.13694444,0.26516518,0.05,1.4265258312225342,45.7,0.21347222,0.007589258352527395,12.14125199474914,0.3556155,0.0020227338384742333,69107
3500785,0.1425,0.241895,0.12380953,0.21068001,0.05,1.866641640663147,46.25,0.26630953,0.007047393749235198,11.383650556829298,0.31636333,0.0017293049179608142,71256
3600793,0.16444446,0.22530091,0.15484127,0.20994036,0.05,1.202465295791626,45.15,0.31928572,0.006444089650176466,11.32375821006436,0.3705468,0.0016313523144524372,73396
3700813,0.18864088,0.28890046,0.11254962,0.16691197,0.05,1.7343298196792603,46.75,0.3011905,0.006847849901532754,9.893811196904862,0.38149327,0.0014487325156316696,75566
3800821,0.1696131,0.25721118,0.23862104,0.28836963,0.05,2.788336753845215,40.15,0.40823412,0.00599967930756975,14.890517116608141,0.44634122,0.0022240873956890757,77766
3900822,0.11888889,0.16067374,0.15444446,0.2441071,0.05,1.349133014678955,47.65,0.27333334,0.007058212356059812,8.702154905539201,0.3381896,0.0013021620204486488,79919
