environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
1000931,17.952377,3.0814915,17.952377,3.0814915,17.952377,3.0814915,17.952377,3.0814915,17.952377,3.0814915,0.05,2.1223814487457275,9.96,0.63,63.52,89.761894,0.19141410000040196,3.9797485,0.48280430818293246,20.740048215951667,15.407458,0.05444567236937664,15033
1050995,19.336372,2.0538177,19.336372,2.0538177,19.336372,2.0538177,19.336372,2.0538177,19.336372,2.0538177,0.05,2.8212084770202637,12.75,0.84,78.73,96.68188,0.238386327039334,4.7188454,0.36660605559646725,22.57602932315601,10.269089,0.05705422092090503,15837
1101034,15.344169,3.2708652,15.344169,3.2708652,15.344169,3.2708652,15.344169,3.2708652,15.344169,3.2708652,0.05,2.1146676540374756,7.22,0.25,80.61,76.72084,0.23374397798324936,3.745878,0.4330127018922193,29.340380024805405,16.354326,0.07094981012595986,16567
1151057,19.366127,1.9295952,19.366127,1.9295952,19.366127,1.9295952,19.366127,1.9295952,19.366127,1.9295952,0.05,2.4453749656677246,11.62,0.88,61.8,96.83066,0.18324115293216892,3.1552496,0.3249615361854384,15.794302770302966,9.647977,0.04132208381214591,17242
1201137,19.24907,2.3579097,19.24907,2.3579097,19.24907,2.3579097,19.24907,2.3579097,19.24907,2.3579097,0.05,1.7441821098327637,10.3,0.87,69.93,96.24534,0.2154819366754964,3.1796227,0.33630343441600474,17.11271749313942,11.789549,0.04991337169186975,17961
1251187,19.734314,1.6296823,19.734314,1.6296823,19.734314,1.6296823,19.734314,1.6296823,19.734314,1.6296823,0.05,2.159724712371826,14.48,0.91,62.45,98.67156,0.19260561133152806,3.5481825,0.2861817604250837,20.539413331446447,8.148412,0.05490742263709431,18760
1301248,18.743357,3.2535253,18.743357,3.2535253,18.743357,3.2535253,18.743357,3.2535253,18.743357,3.2535253,0.05,1.9452557563781738,15.41,0.74,95.47,93.7168,0.2932520129124168,5.0420136,0.4386342439892262,36.48847900365264,16.267628,0.10995627623594036,19572
1351248,19.970541,1.3555413,19.970541,1.3555413,19.970541,1.3555413,19.970541,1.3555413,19.970541,1.3555413,0.05,1.9426063299179077,16.06,0.97,58.5,99.85271,0.198615282959654,3.190047,0.17058722109231983,14.199647882958224,6.777706,0.040422464426061656,20419
1401290,19.993996,1.0172468,19.993996,1.0172468,19.993996,1.0172468,19.993996,1.0172468,19.993996,1.0172468,0.05,1.8322404623031616,15.76,0.96,59.21,99.96998,0.19101055455044844,3.4354618,0.19595917942265423,17.111572107787172,5.086234,0.04650639742336026,21255
1451295,19.90343,1.0042115,19.90343,1.0042115,19.90343,1.0042115,19.90343,1.0042115,19.90343,1.0042115,0.05,1.4680488109588623,14.36,0.96,56.1,99.517166,0.1817049775389023,3.386798,0.1959591794226542,16.149612998459126,5.0210576,0.04408763891903037,22132
1501347,19.913286,1.5220577,19.913286,1.5220577,19.913286,1.5220577,19.913286,1.5220577,19.913286,1.5220577,0.05,1.4823691844940186,13.3,0.96,61.87,99.56643,0.18990969749866055,2.7694764,0.19595917942265426,19.19773684578471,7.610288,0.05066277978653628,23027
1551348,19.89782,1.0522118,19.89782,1.0522118,19.89782,1.0522118,19.89782,1.0522118,19.89782,1.0522118,0.05,1.2989072799682617,15.72,0.96,49.83,99.48909,0.16456862493010704,3.704268,0.19595917942265428,9.567711325076651,5.261059,0.027584608167485227,23859
1601361,18.286106,3.2250838,18.286106,3.2250838,18.286106,3.2250838,18.286106,3.2250838,18.286106,3.2250838,0.05,1.1838746070861816,11.89,0.69,102.66,91.43051,0.2957715913193533,3.9620574,0.46249324319388707,36.053909635433435,16.125418,0.08946843844759016,24675
1651427,19.834341,1.3181924,19.834341,1.3181924,19.834341,1.3181924,19.834341,1.3181924,19.834341,1.3181924,0.05,1.4157500267028809,14.24,0.93,63.15,99.1717,0.1954845366277732,3.2836561,0.2551470164434615,18.356674535438053,6.590962,0.04614744028551658,25526
1701522,19.952085,1.7008264,19.952085,1.7008264,19.952085,1.7008264,19.952085,1.7008264,19.952085,1.7008264,0.05,1.2624996900558472,14.17,0.94,70.01,99.76042,0.2208599246497033,3.6333315,0.23748684174075835,29.104808881007962,8.504132,0.07675889666658943,26428
1751531,19.600958,1.4354169,19.600958,1.4354169,19.600958,1.4354169,19.600958,1.4354169,19.600958,1.4354169,0.05,0.8015149831771851,15.07,0.91,52.37,98.00478,0.17017869953007903,3.9956348,0.2861817604250837,16.62988574825456,7.177084,0.04255675546757481,27284
1801554,19.859463,1.3664392,19.859463,1.3664392,19.859463,1.3664392,19.859463,1.3664392,19.859463,1.3664392,0.05,0.7529760599136353,13.18,0.94,65.05,99.2973,0.1882039257779252,3.0475564,0.23748684174075835,21.002083230003635,6.832196,0.050968716870095965,28240
1851605,19.839338,1.1443641,19.839338,1.1443641,19.839338,1.1443641,19.839338,1.1443641,19.839338,1.1443641,0.05,0.8376005291938782,17.34,0.97,45.63,99.1967,0.16028909712040332,3.5530834,0.17058722109231983,16.374770227395558,5.72182,0.04678932057883889,29157
1901630,19.929022,0.9886863,19.929022,0.9886863,19.929022,0.9886863,19.929022,0.9886863,19.929022,0.9886863,0.05,0.7832194566726685,14.98,0.96,49.57,99.64509,0.15852138875983657,3.4841928,0.19595917942265428,10.952858074493617,4.9434323,0.02911050991703792,30153
1951659,19.907673,0.8727382,19.907673,0.8727382,19.907673,0.8727382,19.907673,0.8727382,19.907673,0.8727382,0.05,0.8531411290168762,15.99,0.98,47.43,99.53835,0.1501512292260304,3.125684,0.13999999999999999,13.134119688810515,4.363691,0.03609549119447977,31168
