environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
550365,18.160198,3.0972486,18.160198,3.0972486,18.160198,3.0972486,18.160198,3.0972486,18.160198,3.0972486,0.05,1.898569941520691,10.39,0.69,57.73,90.80098,0.11222848911944311,3.9947343,0.46249324319388707,18.456356628544,15.486241,0.029096074168868603,9649
600385,18.559807,2.6046436,18.559807,2.6046436,18.559807,2.6046436,18.559807,2.6046436,18.559807,2.6046436,0.05,2.1758525371551514,9.28,0.73,56.51,92.79903,0.10666461126005743,3.3108306,0.44395945760846234,9.074684567520793,13.023217,0.017517661184354386,10517
650399,15.126422,2.277681,15.126422,2.277681,15.126422,2.277681,15.126422,2.277681,15.126422,2.277681,0.05,3.633263349533081,6.06,0.14,64.24,75.63212,0.12502956074662508,2.8064923,0.34698703145794946,14.534180403448968,11.388405,0.024611696258684364,11371
700427,19.082035,2.1895447,19.082035,2.1895447,19.082035,2.1895447,19.082035,2.1895447,19.082035,2.1895447,0.05,2.050229072570801,12.2,0.84,47.64,95.41018,0.0948014016909292,3.9191835,0.36660605559646725,11.343297580509823,10.947723,0.018906080352678024,12236
750466,14.775122,2.4663436,14.775122,2.4663436,14.775122,2.4663436,14.775122,2.4663436,14.775122,2.4663436,0.05,2.6751275062561035,6.2,0.13,70.3,73.87561,0.1394921591487946,2.8565714,0.33630343441600474,24.978590832951326,12.331719,0.04280027749606097,13087
800474,16.870441,3.4682496,16.870441,3.4682496,16.870441,3.4682496,16.870441,3.4682496,16.870441,3.4682496,0.05,2.399205446243286,9.17,0.49,61.01,84.3522,0.1164804549573455,4.2615843,0.4998999899979995,27.703608068264323,17.341248,0.04822063193879482,13910
850486,16.854412,3.1356075,16.854412,3.1356075,16.854412,3.1356075,16.854412,3.1356075,16.854412,3.1356075,0.05,2.946439266204834,8.03,0.43,59.47,84.272064,0.10825501548824831,3.8143282,0.4950757517794625,22.431431073384505,15.678038,0.039731770884868664,14767
900495,14.632033,2.9878495,14.632033,2.9878495,14.632033,2.9878495,14.632033,2.9878495,14.632033,2.9878495,0.05,2.7856502532958984,8.74,0.17,101.97,73.16018,0.1847615837486228,4.124609,0.375632799419859,44.27334525422718,14.939249,0.07219836998469696,15569
950517,17.018578,3.282878,17.018578,3.282878,17.018578,3.282878,17.018578,3.282878,17.018578,3.282878,0.05,2.952784776687622,7.88,0.49,53.53,85.09289,0.1028838566574268,3.444648,0.49989998999799945,14.910033534502865,16.41439,0.024773363599371764,16473
1000528,17.684755,3.4507573,17.684755,3.4507573,17.684755,3.4507573,17.684755,3.4507573,17.684755,3.4507573,0.05,3.249943494796753,11.43,0.67,46.25,88.42377,0.096960471610073,4.934076,0.4702127178203499,17.542163492568413,17.253788,0.028776412069506794,17423
1050552,18.852379,2.9100115,18.852379,2.9100115,18.852379,2.9100115,18.852379,2.9100115,18.852379,2.9100115,0.05,2.801464796066284,13.84,0.85,45.71,94.261894,0.0985297190916026,4.640517,0.35707142142714254,16.579683350414143,14.550059,0.027257391774415884,18410
1100560,13.843187,3.9395492,13.843187,3.9395492,13.843187,3.9395492,13.843187,3.9395492,13.843187,3.9395492,0.05,2.5449070930480957,7.48,0.26,53.9,69.215935,0.10828105163935106,4.446302,0.4386342439892262,24.299176940793693,19.697744,0.03839212659736402,19303
1150609,18.818653,2.3465881,18.818653,2.3465881,18.818653,2.3465881,18.818653,2.3465881,18.818653,2.3465881,0.05,2.273797035217285,12.21,0.78,49.78,94.09326,0.09643496049451641,4.3388824,0.41424630354415964,24.618521482818583,11.732942,0.0387849011601042,20300
1200644,18.884167,2.5737462,18.884167,2.5737462,18.884167,2.5737462,18.884167,2.5737462,18.884167,2.5737462,0.05,2.3638534545898438,13.54,0.82,46.23,94.42084,0.09318305169523228,5.024779,0.38418745424597095,13.304025706529584,12.868731,0.02232011118491951,21349
1250661,19.590784,1.5590361,19.590784,1.5590361,19.590784,1.5590361,19.590784,1.5590361,19.590784,1.5590361,0.05,1.9090007543563843,13.08,0.93,46.95,97.953926,0.0916827074700268,3.4399993,0.2551470164434615,4.934318595307765,7.795181,0.006580955404371647,22258
1300683,19.145294,2.2926764,19.145294,2.2926764,19.145294,2.2926764,19.145294,2.2926764,19.145294,2.2926764,0.05,1.7453211545944214,15.64,0.86,42.8,95.72647,0.08829474919009954,5.6062818,0.34698703145794946,14.900335566691108,11.463383,0.025933752006887238,23368
1350689,18.814068,2.6474357,18.814068,2.6474357,18.814068,2.6474357,18.814068,2.6474357,18.814068,2.6474357,0.05,1.8700109720230103,14.26,0.82,45.47,94.07034,0.09424847113084979,5.0549383,0.38418745424597095,16.411249190722806,13.237178,0.026831679612463067,24427
1400703,19.615786,1.436382,19.615786,1.436382,19.615786,1.436382,19.615786,1.436382,19.615786,1.436382,0.05,1.4629278182983398,12.88,0.93,42.61,98.078926,0.08832077164028306,3.5756958,0.2551470164434615,5.037648260845531,7.1819105,0.008205545846968119,25509
1450710,18.506716,2.885574,18.506716,2.885574,18.506716,2.885574,18.506716,2.885574,18.506716,2.885574,0.05,1.4579501152038574,12.12,0.77,43.63,92.533585,0.08638412334141321,4.7859797,0.4208325082500163,6.277985345634378,14.427872,0.009280999322947006,26626
1500724,18.072254,2.6784332,18.072254,2.6784332,18.072254,2.6784332,18.072254,2.6784332,18.072254,2.6784332,0.05,1.4381282329559326,10.94,0.63,44.32,90.36127,0.08935592582740355,5.43474,0.4828043081829324,12.29624332875696,13.392165,0.020188605876299306,27756
1550732,19.321936,2.31173,19.321936,2.31173,19.321936,2.31173,19.321936,2.31173,19.321936,2.31173,0.05,1.1923859119415283,16.49,0.91,46.37,96.60969,0.09659131667984183,4.421527,0.28618176042508375,21.278465640172456,11.558648,0.037258016250056966,28890
1600762,19.277254,1.8861959,19.277254,1.8861959,19.277254,1.8861959,19.277254,1.8861959,19.277254,1.8861959,0.05,1.5989632606506348,12.8,0.86,53.08,96.38628,0.10312993915053084,4.358899,0.34698703145794946,15.189917708796186,9.430979,0.023749832785537047,30066
1650765,19.571495,1.589074,19.571495,1.589074,19.571495,1.589074,19.571495,1.589074,19.571495,1.589074,0.05,1.1256715059280396,15.12,0.93,40.43,97.85748,0.08470710501889699,4.174398,0.2551470164434615,4.308723708942127,7.94537,0.007539170363982273,31270
1700785,19.401176,2.0881908,19.401176,2.0881908,19.401176,2.0881908,19.401176,2.0881908,19.401176,2.0881908,0.05,1.2059338092803955,18.31,0.92,38.41,97.00589,0.0813466103799874,5.489435,0.2712931993250107,7.267867637760061,10.440954,0.01119538289059959,32413
1750812,19.644215,1.3620127,19.644215,1.3620127,19.644215,1.3620127,19.644215,1.3620127,19.644215,1.3620127,0.05,1.0071754455566406,15.37,0.93,44.45,98.22108,0.09496661999088246,4.3718534,0.2551470164434615,9.555495800846758,6.810064,0.0163563564636985,33608
1800827,19.467257,1.8595984,19.467257,1.8595984,19.467257,1.8595984,19.467257,1.8595984,19.467257,1.8595984,0.05,1.0243347883224487,13.86,0.91,42.81,97.33628,0.09290655918885023,4.1857376,0.2861817604250837,9.520183821754705,9.297993,0.01858470018761628,34772
1850867,19.764141,1.2564105,19.764141,1.2564105,19.764141,1.2564105,19.764141,1.2564105,19.764141,1.2564105,0.05,0.9177757501602173,18.46,0.96,40.86,98.8207,0.08875368546519895,4.744302,0.19595917942265426,9.648854854333752,6.2820516,0.016826392162099114,35960
1900879,19.534754,1.6094023,19.534754,1.6094023,19.534754,1.6094023,19.534754,1.6094023,19.534754,1.6094023,0.05,1.057624340057373,13.84,0.92,40.88,97.67377,0.08448738172010054,3.8489475,0.2712931993250107,6.996113206631236,8.047011,0.011377407972322024,37193
1950882,19.525734,1.6778541,19.525734,1.6778541,19.525734,1.6778541,19.525734,1.6778541,19.525734,1.6778541,0.05,0.8422655463218689,15.15,0.92,43.17,97.62866,0.08905604755040258,4.7526307,0.2712931993250107,4.941770937629546,8.389271,0.00732010312498402,38398
