environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
2700960,14.162612,6.332707,14.162612,6.332707,0.05,1.8164455890655518,4.04,0.5,65.93,28.325224,0.13665303374815266,1.9995999,0.5,47.29867968558953,12.665414,0.10374834679749045,48480
2801032,15.794434,5.2430954,15.794434,5.2430954,0.05,1.5459750890731812,4.28,0.57,48.07,31.588867,0.09742702006071341,1.980303,0.49507575177946245,33.84885670151948,10.486191,0.07354629281606513,50091
2901062,16.65839,4.9252186,16.65839,4.9252186,0.05,1.3534005880355835,4.6,0.65,44.62,33.31678,0.08948193373100366,1.9078783,0.4769696007084728,29.959232299910493,9.850437,0.06524532496761848,52390
3001065,16.56557,4.6380305,16.56557,4.6380305,0.05,1.3921103477478027,4.44,0.61,37.45,33.13114,0.07221979832916986,1.951,0.4877499359302879,19.277123748111386,9.276061,0.040850533259411015,54834
3101069,16.567162,4.7366776,16.567162,4.7366776,0.05,1.3560129404067993,4.53,0.62,38.67,33.134323,0.07660506334388628,1.941417,0.48538644398046393,23.912362911264125,9.473355,0.05349351795303688,57411
3201087,16.512545,4.8014545,16.512545,4.8014545,0.05,1.4093929529190063,4.48,0.62,33.36,33.02509,0.06390630371228326,1.9415457,0.48538644398046393,11.016823498631537,9.602909,0.02227389957881267,60276
3301107,16.682487,4.5607305,16.682487,4.5607305,0.05,1.0088210105895996,4.48,0.62,31.92,33.364975,0.060435474149417134,1.9415457,0.4853864439804639,2.4886944368483643,9.121461,0.00636917328568563,63422
3401125,17.316265,4.3763604,17.316265,4.3763604,0.05,1.1695373058319092,4.76,0.69,32.51,34.63253,0.061185822531115264,1.8499731,0.462493243193887,11.322097862145514,8.752721,0.021642799697045436,66599
3501142,16.203985,4.5767074,16.203985,4.5767074,0.05,0.8656762838363647,4.24,0.56,31.84,32.40797,0.059288863769616,1.9855478,0.4963869458396343,0.5043808085167397,9.153415,0.002770298711304198,69750
3601158,17.16249,4.164399,17.16249,4.164399,0.05,1.014009952545166,4.6,0.65,31.5,34.32498,0.05843031039985362,1.9078784,0.4769696007084728,0.5567764362830022,8.328798,0.0023006958829153174,72907
3701188,16.883194,4.3639765,16.883194,4.3639765,0.05,0.8363632559776306,4.52,0.63,31.54,33.766388,0.059474285813048484,1.9312172,0.4828043081829324,0.7405403432629447,8.727953,0.00424428336917838,76061
3801210,16.162498,4.8233857,16.162498,4.8233857,0.05,1.0675981044769287,4.32,0.58,31.56,32.324997,0.05728882877039723,1.9742341,0.49355850717012273,0.6053098380168623,9.646771,0.006407751560828114,79219
3901214,16.303474,4.451664,16.303474,4.451664,0.05,1.0815083980560303,4.24,0.56,31.62,32.60695,0.05752154459361918,1.9855478,0.4963869458396343,0.8096912991998865,8.903328,0.0024526706584454046,82380
