environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
100016,9.706668,0.5132457,9.706668,0.5132457,0.762462,5.5923027992248535,2.04,0.0,33.25,19.413336,0.058698276205104774,0.397995,0.0,11.73658809024156,1.0264914,0.024318558635102672,2337
200027,10.177256,0.75596774,10.177256,0.75596774,0.524935875,2.4998972415924072,2.12,0.0,35.68,20.354511,0.06969949663965963,0.68234885,0.0,20.11908546629294,1.5119355,0.04237958379089116,4679
300137,1.6062746,3.2401266,1.6062746,3.2401266,0.28717462499999996,4.186431407928467,9.08,0.0,146.0,3.2125492,0.3194405700353673,2.5285566,0.0,16.090369790654282,6.480253,0.038241510979253844,6222
400212,0.0,0.0,0.0,0.0,0.05,20.034074783325195,8.96,0.0,150.0,0.0,0.32171156044816596,0.34409302,0.0,0.0,0.0,0.004957161248207396,6960
500300,0.056470588,0.5618753,0.056470588,0.5618753,0.05,17.11811637878418,9.48,0.0,150.0,0.112941176,0.3251299937622389,0.6705222,0.0,0.0,1.1237506,0.014859235632977542,7628
600340,0.16941178,0.5942925,0.16941178,0.5942925,0.05,8.914594650268555,10.23,0.0,150.0,0.33882356,0.33112560538575053,0.6458328,0.0,0.0,1.188585,0.014748033880501514,8295
700478,0.33254907,0.72336686,0.33254907,0.72336686,0.05,8.784834861755371,9.5,0.0,150.0,0.66509813,0.3268147837097058,1.3379087,0.0,0.0,1.4467337,0.009098446251496107,8963
800484,1.0352942,1.4536701,1.0352942,1.4536701,0.05,7.258400917053223,10.25,0.0,150.0,2.0705884,0.3347731445590034,1.203121,0.0,0.0,2.9073403,0.012925853540330367,9630
900529,0.36392158,0.9888277,0.36392158,0.9888277,0.05,5.285244464874268,9.02,0.0,150.0,0.72784317,0.3295740903622936,1.2726351,0.0,0.0,1.9776554,0.011398658785825076,10297
1000571,0.7466667,1.1490922,0.7466667,1.1490922,0.05,5.520858287811279,9.48,0.0,150.0,1.4933335,0.334252125043422,1.1956588,0.0,0.0,2.2981844,0.007697189597900331,10964
1100655,4.8125496,1.809965,4.8125496,1.809965,0.05,4.955780029296875,9.42,0.0,147.64,9.625099,0.3282826787402155,1.8120704,0.0,16.52,3.61993,0.04367769691148659,11632
1200753,5.5592155,1.8098887,5.5592155,1.8098887,0.05,4.634415626525879,9.29,0.0,146.61,11.118431,0.3104118082887726,2.6694381,0.0,17.19179746274368,3.6197774,0.039478442575009584,12303
1300853,6.757647,1.9699463,6.757647,1.9699463,0.05,3.6034202575683594,8.95,0.0,147.62,13.515294,0.31358085831045174,2.4874685,0.0,16.518341321089114,3.9398925,0.0379443366252171,12983
1400955,8.250981,1.910122,8.250981,1.910122,0.05,4.7848358154296875,7.54,0.0,136.72,16.501963,0.2854805154917994,3.4710805,0.0,36.88280900365372,3.820244,0.08102838962662445,13716
1500967,12.13706,2.8758848,12.13706,2.8758848,0.05,3.773101329803467,2.4,0.1,34.05,24.27412,0.06426156421599444,1.2,0.3,10.858521998872597,5.7517695,0.020354574736825826,15468
1601049,9.800785,1.1831404,9.800785,1.1831404,0.05,16.858930587768555,2.48,0.0,54.6,19.60157,0.10422994870052207,1.1788129,0.0,44.74147963579211,2.3662808,0.08866497705953004,17208
1701130,10.792156,1.3071477,10.792156,1.3071477,0.05,3.341095447540283,2.1,0.0,56.16,21.584312,0.10947276710823645,0.5744563,0.0,39.57669010920443,2.6142955,0.07808005031114487,19198
1801181,10.785318,1.7545822,10.785318,1.7545822,0.05,3.182785987854004,2.61,0.02,101.43,21.570637,0.19561674425902312,1.2798047,0.13999999999999999,45.96482459446571,3.5091643,0.08937345359047916,20537
1901218,12.030566,2.9156437,12.030566,2.9156437,0.05,4.133676052093506,2.47,0.1,89.01,24.061132,0.17032062828715425,1.2763621,0.3,33.74359050249395,5.8312874,0.06594513129374442,21726
2001252,11.476355,2.7313275,11.476355,2.7313275,0.05,3.398982524871826,2.41,0.07,78.98,22.95271,0.1498405592382187,1.2336532,0.25514701644346144,27.024425988353574,5.462655,0.05270026301439949,23330
2101290,9.137179,1.7674311,9.137179,1.7674311,0.05,3.098680019378662,2.45,0.01,93.8,18.274359,0.18364941461069975,1.1947802,0.09949874371066199,32.20124221206381,3.5348623,0.06593534988364713,25124
2201317,10.21434,2.7124176,10.21434,2.7124176,0.05,3.460512399673462,2.73,0.05,70.34,20.42868,0.13502804241725244,1.535285,0.2179449471770337,41.43771711858655,5.424835,0.08031536613710082,27104
2301343,10.871853,2.0953062,10.871853,2.0953062,0.05,3.6020359992980957,2.35,0.03,53.71,21.743706,0.1034442258393392,1.1346806,0.17058722109231983,40.3592108446139,4.1906123,0.07959117167483325,29030
2401357,15.37164,4.621798,15.37164,4.621798,0.05,3.1502315998077393,3.92,0.47,38.48,30.74328,0.07317446167289746,1.9983994,0.4990991885387111,24.618074660704078,9.243596,0.049078809929570734,31345
2501383,15.851554,4.7312717,15.851554,4.7312717,0.05,3.040367841720581,4.22,0.53,33.33,31.703108,0.06170640876749531,2.133448,0.49909918853871116,15.725809995036819,9.4625435,0.033192457516612935,33775
2601387,16.13295,4.956533,16.13295,4.956533,0.05,3.1280128955841064,4.43,0.57,33.45,32.2659,0.0626440383004956,2.0844903,0.4950757517794625,16.675955744724202,9.913066,0.03880623590271973,36272
2701533,15.5135765,5.3957753,15.5135765,5.3957753,0.05,2.048794746398926,4.32,0.53,39.9,31.027153,0.08676280538202263,2.0536797,0.49909918853871116,28.36670583624401,10.791551,0.07841485402453878,38822
2801543,16.394457,4.8050294,16.394457,4.8050294,0.05,1.7205151319503784,4.4,0.59,42.91,32.788914,0.0803813429211732,1.959592,0.4918333050943174,27.40806268235681,9.610059,0.05296890437624691,41115
2901613,16.742956,5.4018936,16.742956,5.4018936,0.05,1.535921573638916,5.05,0.68,50.92,33.485912,0.10684509120997973,1.9615045,0.466476151587624,37.66714217988936,10.803787,0.08788943752029386,43220
3001641,16.53583,4.4916773,16.53583,4.4916773,0.05,1.7875988483428955,4.42,0.59,42.69,33.07166,0.08033248748979531,1.9399999,0.4918333050943175,27.525150317482375,8.983355,0.05258706774764223,45445
3101713,16.947475,4.4336753,16.947475,4.4336753,0.05,1.1898270845413208,4.56,0.64,33.77,33.89495,0.0622187061898876,1.9200001,0.48,13.56897564298794,8.867351,0.026256823682737695,47983
3201716,15.967632,4.5376,15.967632,4.5376,0.05,1.2714266777038574,4.12,0.53,32.36,31.935265,0.05976289082900621,1.9963967,0.49909918853871116,7.824985622989988,9.0752,0.014341662373051506,51045
3301722,17.159184,4.1591444,17.159184,4.1591444,0.05,1.3094260692596436,4.6,0.65,31.04,34.318367,0.05746638701588381,1.9078784,0.47696960070847283,0.9156418513807676,8.318289,0.0027927351010088174,54199
3401739,17.04279,4.475166,17.04279,4.475166,0.05,0.9633225798606873,4.64,0.66,32.76,34.08558,0.06100971163425129,1.8948352,0.4737087712930805,9.269433639656741,8.950332,0.01846377706376298,57356
3501750,17.289959,4.2913666,17.289959,4.2913666,0.05,0.8750279545783997,4.72,0.68,31.14,34.579918,0.057397187471506184,1.8659047,0.466476151587624,0.8126499861564017,8.582733,0.00279030537882593,60509
3601778,16.552177,4.417202,16.552177,4.417202,0.05,1.0612566471099854,4.36,0.59,31.42,33.104355,0.05770225701213349,1.9673333,0.49183330509431744,0.5861740355901138,8.834404,0.003477861625059349,63654
3701784,17.265182,4.2195764,17.265182,4.2195764,0.05,0.7546248435974121,4.68,0.67,31.55,34.530365,0.05741667334979866,1.8808509,0.4702127178203499,0.6224949798994366,8.439153,0.002280218189772799,66798
3801802,16.374605,4.4544134,16.374605,4.4544134,0.05,0.9268043041229248,4.28,0.57,31.57,32.74921,0.05852024410967715,1.980303,0.4950757517794625,0.5701754116059373,8.908827,0.00278459112183608,69926
3901818,15.992955,4.526624,15.992955,4.526624,0.05,0.9449547529220581,4.12,0.53,31.69,31.98591,0.051914026228478176,1.9963967,0.49909918853871116,0.7961783719745219,9.053248,0.001655387512395367,73075
