environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,agent3/mean_episode_returns,agent3/std_episode_returns,agent4/mean_episode_returns,agent4/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
1351048,19.355785,2.4037623,19.355785,2.4037623,19.355785,2.4037623,19.355785,2.4037623,19.355785,2.4037623,0.05,7.55648136138916,16.56,0.92,61.11,96.77892,0.19410187082074118,4.389351,0.2712931993250107,25.95992873641991,12.018809,0.07390431625779477,23007
1401076,17.452156,4.1900268,17.452156,4.1900268,17.452156,4.1900268,17.452156,4.1900268,17.452156,4.1900268,0.05,8.069734573364258,13.42,0.67,83.15,87.26078,0.25141899172973353,4.8993473,0.47021271782034985,44.155718768920515,20.950132,0.11639121023965902,23843
1451133,14.704412,4.3688664,14.704412,4.3688664,14.704412,4.3688664,14.704412,4.3688664,14.704412,4.3688664,0.05,9.127257347106934,12.69,0.37,111.82,73.52207,0.3281017436855473,4.3650775,0.4828043081829324,45.269278766068275,21.844332,0.12568813248957914,24594
1501171,19.599266,1.9088386,19.599266,1.9088386,19.599266,1.9088386,19.599266,1.9088386,19.599266,1.9088386,0.05,7.098740100860596,18.42,0.95,57.03,97.996315,0.18226377882238012,5.331379,0.21794494717703372,14.707450492862453,9.544192,0.036586836012425746,25384
1551184,19.519732,1.9319971,19.519732,1.9319971,19.519732,1.9319971,19.519732,1.9319971,19.519732,1.9319971,0.05,8.565643310546875,17.49,0.93,61.34,97.598656,0.19200523577805143,4.702116,0.2551470164434615,22.442023081709902,9.659986,0.05242253042273894,26213
1601218,19.389044,2.1513178,19.389044,2.1513178,19.389044,2.1513178,19.389044,2.1513178,19.389044,2.1513178,0.05,7.460165977478027,15.83,0.9,52.09,96.94522,0.15936990374291782,4.7750497,0.3,15.27225916490419,10.75659,0.03867369878551502,27061
1651239,19.34385,2.2320333,19.34385,2.2320333,19.34385,2.2320333,19.34385,2.2320333,19.34385,2.2320333,0.05,6.956449508666992,18.28,0.91,58.37,96.719246,0.19410024291661102,4.804332,0.2861817604250837,24.08138492695136,11.160166,0.06494506713472713,27901
1701355,19.501863,2.0539112,19.501863,2.0539112,19.501863,2.0539112,19.501863,2.0539112,19.501863,2.0539112,0.05,10.993557929992676,16.74,0.93,57.48,97.509315,0.194071058347472,4.861317,0.2551470164434615,18.26826756975056,10.269556,0.05202340502562243,28700
1751385,19.513016,1.8838372,19.513016,1.8838372,19.513016,1.8838372,19.513016,1.8838372,19.513016,1.8838372,0.05,7.684360504150391,15.71,0.92,58.36,97.56507,0.19433409368968568,4.813097,0.2712931993250107,20.138281952540044,9.419187,0.0584806961110255,29558
1801417,19.735098,1.3332684,19.735098,1.3332684,19.735098,1.3332684,19.735098,1.3332684,19.735098,1.3332684,0.05,8.688247680664062,16.68,0.95,52.96,98.67549,0.1766128137515625,4.855677,0.21794494717703375,6.902057664204205,6.6663423,0.0175594409876639,30413
1851452,20.003235,1.647292,20.003235,1.647292,20.003235,1.647292,20.003235,1.647292,20.003235,1.647292,0.05,8.082404136657715,18.11,0.97,58.47,100.01616,0.20115923456905876,4.0519004,0.17058722109231983,16.915351016162806,8.236461,0.05199699397912227,31224
1901546,19.475319,2.4795573,19.475319,2.4795573,19.475319,2.4795573,19.475319,2.4795573,19.475319,2.4795573,0.05,9.019613265991211,15.88,0.88,65.63,97.376595,0.21804873458168003,4.9865417,0.32496153618543844,23.986936027763115,12.397788,0.06590762124013963,32048
1951548,19.862106,1.8057929,19.862106,1.8057929,19.862106,1.8057929,19.862106,1.8057929,19.862106,1.8057929,0.05,7.555253982543945,18.27,0.94,56.76,99.31054,0.19741722212638707,4.5516043,0.23748684174075832,16.846435824826568,9.028965,0.03982776858654904,32864
